token,model,native_vs_floor_and_clip_CRN_ADE,native_vs_floor_and_clip_max_abs
a2e11073e3025626,v6_sft,1.8078124e-07,1.9073486328125e-06
a2e11073e3025626,psi_sft,8.190441e-07,4.76837158203125e-06
2c87600ce5a15f76,official_il,3.9889824e-07,3.814697265625e-06
2c87600ce5a15f76,a5_sft,1.2970645e-07,3.814697265625e-06
2c87600ce5a15f76,v6_sft,1.4007699e-07,1.9073486328125e-06
2c87600ce5a15f76,psi_sft,9.4427634e-07,5.7220458984375e-06
fad3b25206405469,official_il,3.6467955e-07,3.814697265625e-06
fad3b25206405469,a5_sft,3.0141092e-07,3.814697265625e-06
fad3b25206405469,v6_sft,2.2031804e-07,3.814697265625e-06
fad3b25206405469,psi_sft,9.681881e-07,5.7220458984375e-06
4db513bb187a5415,official_il,5.0587755e-07,3.933906555175781e-06
4db513bb187a5415,a5_sft,1.7415886e-07,1.430511474609375e-06
4db513bb187a5415,v6_sft,1.2180001e-07,9.5367431640625e-07
4db513bb187a5415,psi_sft,9.2660605e-07,4.291534423828125e-06
895b56e6e7d1506f,official_il,3.7939978e-07,3.814697265625e-06
895b56e6e7d1506f,a5_sft,1.887193e-07,1.9073486328125e-06
895b56e6e7d1506f,v6_sft,1.5187709e-07,1.9073486328125e-06
895b56e6e7d1506f,psi_sft,7.233985e-07,4.0531158447265625e-06
9c83725ca24453f5,official_il,4.3364935e-07,3.814697265625e-06
9c83725ca24453f5,a5_sft,1.758043e-07,1.9073486328125e-06
9c83725ca24453f5,v6_sft,1.9968405e-07,1.9073486328125e-06
9c83725ca24453f5,psi_sft,8.0950576e-07,5.7220458984375e-06
af80a080342354b5,official_il,3.416219e-07,4.291534423828125e-06
af80a080342354b5,a5_sft,1.199617e-07,1.9073486328125e-06
af80a080342354b5,v6_sft,1.286615e-07,1.9073486328125e-06
af80a080342354b5,psi_sft,8.283589e-07,8.58306884765625e-06
312f7d68b7845c0f,official_il,4.4700744e-07,4.76837158203125e-06
312f7d68b7845c0f,a5_sft,1.5813472e-07,2.86102294921875e-06
312f7d68b7845c0f,v6_sft,1.5909464e-07,2.86102294921875e-06
312f7d68b7845c0f,psi_sft,7.819246e-07,4.76837158203125e-06
65c6face44dc5242,official_il,3.8501167e-07,3.814697265625e-06
65c6face44dc5242,a5_sft,1.8229413e-07,3.814697265625e-06
65c6face44dc5242,v6_sft,1.2266304e-07,1.9073486328125e-06
65c6face44dc5242,psi_sft,7.078254e-07,4.76837158203125e-06
d2b1e07b5d38547e,official_il,4.7670594e-07,7.62939453125e-06
d2b1e07b5d38547e,a5_sft,3.243618e-07,7.62939453125e-06
d2b1e07b5d38547e,v6_sft,3.4996813e-07,7.62939453125e-06
d2b1e07b5d38547e,psi_sft,9.535352e-07,7.62939453125e-06
1779dc029c945352,official_il,4.2359608e-07,7.62939453125e-06
1779dc029c945352,a5_sft,3.6514245e-07,7.62939453125e-06
1779dc029c945352,v6_sft,2.6995872e-07,3.814697265625e-06
1779dc029c945352,psi_sft,9.0451175e-07,7.62939453125e-06
40b18724a90f5919,official_il,4.2963188e-07,4.291534423828125e-06
40b18724a90f5919,a5_sft,1.7561044e-07,2.86102294921875e-06
40b18724a90f5919,v6_sft,1.2201592e-07,1.9073486328125e-06
40b18724a90f5919,psi_sft,8.1078537e-07,4.291534423828125e-06
d68f1142da63586f,official_il,4.3793443e-07,5.7220458984375e-06
d68f1142da63586f,a5_sft,1.7087314e-07,3.814697265625e-06
d68f1142da63586f,v6_sft,1.9561764e-07,3.814697265625e-06
d68f1142da63586f,psi_sft,1.0195088e-06,5.7220458984375e-06
75b56424b7eb5ac6,official_il,3.7721753e-07,3.814697265625e-06
75b56424b7eb5ac6,a5_sft,1.6320132e-07,9.5367431640625e-07
75b56424b7eb5ac6,v6_sft,1.3320772e-07,1.430511474609375e-06
75b56424b7eb5ac6,psi_sft,8.1969586e-07,5.7220458984375e-06
2320cdddd8465622,official_il,5.193267e-07,4.76837158203125e-06
2320cdddd8465622,a5_sft,1.5293736e-07,1.9073486328125e-06
2320cdddd8465622,v6_sft,1.7446567e-07,1.9073486328125e-06
2320cdddd8465622,psi_sft,8.3607813e-07,4.76837158203125e-06
5fec23f5a5d052cd,official_il,5.1518236e-07,7.62939453125e-06
5fec23f5a5d052cd,a5_sft,3.2846867e-07,7.62939453125e-06
5fec23f5a5d052cd,v6_sft,1.9721631e-07,3.814697265625e-06
5fec23f5a5d052cd,psi_sft,9.496613e-07,7.62939453125e-06
a3d8003852145a71,official_il,6.0501793e-07,4.76837158203125e-06
a3d8003852145a71,a5_sft,2.6284084e-07,3.814697265625e-06
a3d8003852145a71,v6_sft,2.6189844e-07,4.291534423828125e-06
a3d8003852145a71,psi_sft,1.0109495e-06,4.291534423828125e-06
fadbd438f57e5612,official_il,3.9997562e-07,3.814697265625e-06
fadbd438f57e5612,a5_sft,2.114337e-07,1.9073486328125e-06
fadbd438f57e5612,v6_sft,1.6721862e-07,1.9073486328125e-06
fadbd438f57e5612,psi_sft,9.5335173e-07,4.291534423828125e-06
edf80e77e2e65098,official_il,5.8568696e-07,3.814697265625e-06
edf80e77e2e65098,a5_sft,3.0634772e-07,1.9073486328125e-06
edf80e77e2e65098,v6_sft,2.9778826e-07,1.9073486328125e-06
edf80e77e2e65098,psi_sft,9.990523e-07,5.7220458984375e-06
c3fa71763867515b,official_il,4.2870056e-07,3.814697265625e-06
c3fa71763867515b,a5_sft,1.6078829e-07,1.9073486328125e-06
c3fa71763867515b,v6_sft,1.7813302e-07,1.9073486328125e-06
c3fa71763867515b,psi_sft,8.274531e-07,5.7220458984375e-06
03d9c9a7f1655e53,official_il,4.3327785e-07,5.7220458984375e-06
03d9c9a7f1655e53,a5_sft,3.224253e-07,3.814697265625e-06
03d9c9a7f1655e53,v6_sft,2.203699e-07,3.814697265625e-06
03d9c9a7f1655e53,psi_sft,9.206366e-07,5.7220458984375e-06
095453a7aea65260,official_il,4.3621503e-07,4.0531158447265625e-06
095453a7aea65260,a5_sft,2.2617857e-07,2.86102294921875e-06
095453a7aea65260,v6_sft,1.5772007e-07,1.9073486328125e-06
095453a7aea65260,psi_sft,9.119595e-07,4.291534423828125e-06
16cf679d9cd35d85,official_il,4.813596e-07,3.814697265625e-06
16cf679d9cd35d85,a5_sft,2.8187634e-07,7.62939453125e-06
16cf679d9cd35d85,v6_sft,2.5743248e-07,3.814697265625e-06
16cf679d9cd35d85,psi_sft,1.0405352e-06,7.62939453125e-06
e5a8e75d4450516b,official_il,4.6101815e-07,3.814697265625e-06
e5a8e75d4450516b,a5_sft,2.361382e-07,3.814697265625e-06
e5a8e75d4450516b,v6_sft,2.9738194e-07,5.7220458984375e-06
e5a8e75d4450516b,psi_sft,8.979007e-07,4.291534423828125e-06
00bbc908bd5758e6,official_il,4.6626732e-07,5.7220458984375e-06
00bbc908bd5758e6,a5_sft,1.4475272e-07,1.9073486328125e-06
00bbc908bd5758e6,v6_sft,1.6222651e-07,1.9073486328125e-06
00bbc908bd5758e6,psi_sft,8.502949e-07,8.106231689453125e-06
101da9987c395ba4,official_il,5.4328586e-07,3.814697265625e-06
101da9987c395ba4,a5_sft,2.2625416e-07,3.814697265625e-06
101da9987c395ba4,v6_sft,2.8162205e-07,3.814697265625e-06
101da9987c395ba4,psi_sft,9.459038e-07,4.76837158203125e-06
d14c834404a75404,official_il,4.10869e-07,5.7220458984375e-06
d14c834404a75404,a5_sft,1.1522532e-07,1.9073486328125e-06
d14c834404a75404,v6_sft,2.1953939e-07,3.814697265625e-06
d14c834404a75404,psi_sft,8.087851e-07,4.76837158203125e-06
b4375fa743295bd8,official_il,4.630886e-07,3.814697265625e-06
b4375fa743295bd8,a5_sft,2.0892593e-07,2.86102294921875e-06
b4375fa743295bd8,v6_sft,2.4887606e-07,1.9073486328125e-06
b4375fa743295bd8,psi_sft,8.4480087e-07,5.7220458984375e-06
4a5cb683d82059f0,official_il,2.89235e-07,3.814697265625e-06
4a5cb683d82059f0,a5_sft,1.5946664e-07,1.9073486328125e-06
4a5cb683d82059f0,v6_sft,1.4978124e-07,1.430511474609375e-06
4a5cb683d82059f0,psi_sft,8.476128e-07,5.7220458984375e-06
664b084487e05ba0,official_il,3.78969e-07,3.814697265625e-06
664b084487e05ba0,a5_sft,1.545812e-07,1.9073486328125e-06
664b084487e05ba0,v6_sft,1.6056677e-07,3.814697265625e-06
664b084487e05ba0,psi_sft,7.857923e-07,3.814697265625e-06
b4206de96b755fb8,official_il,4.060035e-07,4.76837158203125e-06
b4206de96b755fb8,a5_sft,1.4999762e-07,1.9073486328125e-06
b4206de96b755fb8,v6_sft,1.6522092e-07,1.9073486328125e-06
b4206de96b755fb8,psi_sft,8.39712e-07,5.7220458984375e-06
9ac1e7123b245486,official_il,4.5472729e-07,3.933906555175781e-06
9ac1e7123b245486,a5_sft,1.9366249e-07,1.9073486328125e-06
9ac1e7123b245486,v6_sft,1.933966e-07,1.9073486328125e-06
9ac1e7123b245486,psi_sft,8.858932e-07,4.291534423828125e-06
bca73d6fa8f85d39,official_il,3.542815e-07,4.0531158447265625e-06
bca73d6fa8f85d39,a5_sft,1.7581061e-07,3.0994415283203125e-06
bca73d6fa8f85d39,v6_sft,1.4456295e-07,9.5367431640625e-07
bca73d6fa8f85d39,psi_sft,8.493331e-07,4.76837158203125e-06
008a9f9434c75b99,official_il,4.9209575e-07,5.7220458984375e-06
008a9f9434c75b99,a5_sft,2.5748224e-07,3.814697265625e-06
008a9f9434c75b99,v6_sft,2.0386923e-07,1.9073486328125e-06
008a9f9434c75b99,psi_sft,8.5167767e-07,4.76837158203125e-06
392e034cb2a55053,official_il,3.9756452e-07,4.76837158203125e-06
392e034cb2a55053,a5_sft,1.5408952e-07,1.9073486328125e-06
392e034cb2a55053,v6_sft,1.5314954e-07,1.9073486328125e-06
392e034cb2a55053,psi_sft,8.8841153e-07,4.76837158203125e-06
a400f271c6cd51f6,official_il,4.1263525e-07,3.814697265625e-06
a400f271c6cd51f6,a5_sft,1.8076456e-07,1.9073486328125e-06
a400f271c6cd51f6,v6_sft,2.179066e-07,1.9073486328125e-06
a400f271c6cd51f6,psi_sft,7.984334e-07,4.291534423828125e-06
2f4462b637dc5044,official_il,3.7840914e-07,3.814697265625e-06
2f4462b637dc5044,a5_sft,1.7740429e-07,1.9073486328125e-06
2f4462b637dc5044,v6_sft,1.454253e-07,1.9073486328125e-06
2f4462b637dc5044,psi_sft,8.3564817e-07,3.814697265625e-06
f696561dbf6055df,official_il,4.1933544e-07,4.291534423828125e-06
f696561dbf6055df,a5_sft,2.2113696e-07,3.814697265625e-06
f696561dbf6055df,v6_sft,2.913427e-07,3.814697265625e-06
f696561dbf6055df,psi_sft,8.256037e-07,5.7220458984375e-06
cc8872f4a1fb5895,official_il,5.2190876e-07,7.62939453125e-06
cc8872f4a1fb5895,a5_sft,3.4345803e-07,1.9073486328125e-06
cc8872f4a1fb5895,v6_sft,2.9946418e-07,3.814697265625e-06
cc8872f4a1fb5895,psi_sft,1.004499e-06,4.76837158203125e-06
9c7f841d11e6542d,official_il,4.3859808e-07,3.814697265625e-06
9c7f841d11e6542d,a5_sft,2.398025e-07,3.814697265625e-06
9c7f841d11e6542d,v6_sft,2.6632395e-07,3.814697265625e-06
9c7f841d11e6542d,psi_sft,9.677394e-07,8.58306884765625e-06
8fb50dd1fb5552df,official_il,4.1906776e-07,3.814697265625e-06
8fb50dd1fb5552df,a5_sft,1.7781403e-07,1.9073486328125e-06
8fb50dd1fb5552df,v6_sft,1.892858e-07,3.814697265625e-06
8fb50dd1fb5552df,psi_sft,8.378512e-07,5.7220458984375e-06
053ae221b0d351f5,official_il,4.960492e-07,4.291534423828125e-06
053ae221b0d351f5,a5_sft,1.5580781e-07,9.5367431640625e-07
053ae221b0d351f5,v6_sft,1.2233681e-07,1.9073486328125e-06
053ae221b0d351f5,psi_sft,9.680947e-07,4.76837158203125e-06
edfca2d846ee5acf,official_il,3.8679104e-07,4.76837158203125e-06
edfca2d846ee5acf,a5_sft,1.7650406e-07,1.9073486328125e-06
edfca2d846ee5acf,v6_sft,2.2362278e-07,1.9073486328125e-06
edfca2d846ee5acf,psi_sft,8.9202507e-07,5.7220458984375e-06
ee05069c50295595,official_il,4.7109884e-07,4.76837158203125e-06
ee05069c50295595,a5_sft,2.2151102e-07,1.9073486328125e-06
ee05069c50295595,v6_sft,1.505011e-07,1.9073486328125e-06
ee05069c50295595,psi_sft,8.8192485e-07,4.76837158203125e-06
5e7dad82583e5536,official_il,4.3570031e-07,3.814697265625e-06
5e7dad82583e5536,a5_sft,3.2087365e-07,3.814697265625e-06
5e7dad82583e5536,v6_sft,3.282944e-07,3.814697265625e-06
5e7dad82583e5536,psi_sft,9.023008e-07,5.7220458984375e-06
aee904e6c2c35a90,official_il,4.464697e-07,4.291534423828125e-06
aee904e6c2c35a90,a5_sft,2.9740363e-07,7.62939453125e-06
aee904e6c2c35a90,v6_sft,1.4038153e-07,1.9073486328125e-06
aee904e6c2c35a90,psi_sft,9.502131e-07,5.7220458984375e-06
ac5b4b33a03c57fe,official_il,6.504154e-07,7.62939453125e-06
ac5b4b33a03c57fe,a5_sft,5.110848e-07,7.62939453125e-06
ac5b4b33a03c57fe,v6_sft,2.9854812e-07,7.62939453125e-06
ac5b4b33a03c57fe,psi_sft,9.602123e-07,7.62939453125e-06
bcc74e9eaae05ca4,official_il,3.2978238e-07,3.814697265625e-06
bcc74e9eaae05ca4,a5_sft,1.7946269e-07,9.5367431640625e-07
bcc74e9eaae05ca4,v6_sft,1.6479913e-07,1.430511474609375e-06
bcc74e9eaae05ca4,psi_sft,8.671586e-07,4.291534423828125e-06
4a5834900788560a,official_il,4.869505e-07,4.291534423828125e-06
4a5834900788560a,a5_sft,3.1610045e-07,1.1444091796875e-05
4a5834900788560a,v6_sft,3.6721133e-07,3.814697265625e-06
4a5834900788560a,psi_sft,1.0358896e-06,7.62939453125e-06
96886b2d240e5275,official_il,4.2558702e-07,3.814697265625e-06
96886b2d240e5275,a5_sft,1.4658322e-07,1.9073486328125e-06
96886b2d240e5275,v6_sft,1.6071454e-07,3.814697265625e-06
96886b2d240e5275,psi_sft,9.009227e-07,4.291534423828125e-06
11ceee170b09535e,official_il,4.6715246e-07,4.291534423828125e-06
11ceee170b09535e,a5_sft,1.9202528e-07,3.814697265625e-06
11ceee170b09535e,v6_sft,3.130952e-07,3.814697265625e-06
11ceee170b09535e,psi_sft,8.262546e-07,4.76837158203125e-06
76c61e8e77975178,official_il,4.1373934e-07,3.814697265625e-06
76c61e8e77975178,a5_sft,2.1489345e-07,3.814697265625e-06
76c61e8e77975178,v6_sft,1.9970764e-07,1.9073486328125e-06
76c61e8e77975178,psi_sft,8.2719083e-07,5.7220458984375e-06
06f781885ea25f20,official_il,3.298936e-07,3.814697265625e-06
06f781885ea25f20,a5_sft,1.6978484e-07,1.9073486328125e-06
06f781885ea25f20,v6_sft,1.5419158e-07,3.814697265625e-06
06f781885ea25f20,psi_sft,8.0586847e-07,6.67572021484375e-06
666ee535a52a5acc,official_il,4.420092e-07,3.814697265625e-06
666ee535a52a5acc,a5_sft,2.90865e-07,3.814697265625e-06
666ee535a52a5acc,v6_sft,2.6789075e-07,3.814697265625e-06
666ee535a52a5acc,psi_sft,8.349714e-07,5.7220458984375e-06
b7d4e7ebc5c75968,official_il,4.4533851e-07,3.814697265625e-06
b7d4e7ebc5c75968,a5_sft,1.881134e-07,3.814697265625e-06
b7d4e7ebc5c75968,v6_sft,2.5566789e-07,3.814697265625e-06
b7d4e7ebc5c75968,psi_sft,8.479636e-07,3.814697265625e-06
f06dec0352685bd7,official_il,4.8967115e-07,3.814697265625e-06
f06dec0352685bd7,a5_sft,2.9954828e-07,2.384185791015625e-06
f06dec0352685bd7,v6_sft,2.1186976e-07,1.9073486328125e-06
f06dec0352685bd7,psi_sft,9.955545e-07,4.291534423828125e-06
bbe9d736a2595720,official_il,4.4496494e-07,3.814697265625e-06
bbe9d736a2595720,a5_sft,1.9629903e-07,9.5367431640625e-07
bbe9d736a2595720,v6_sft,1.7130017e-07,1.430511474609375e-06
bbe9d736a2595720,psi_sft,7.679372e-07,4.0531158447265625e-06
121fdf5f01785268,official_il,4.323185e-07,4.291534423828125e-06
121fdf5f01785268,a5_sft,1.9822701e-07,9.5367431640625e-07
121fdf5f01785268,v6_sft,1.4383693e-07,1.1920928955078125e-06
121fdf5f01785268,psi_sft,8.696885e-07,4.291534423828125e-06
ea808fbdaf2a5375,official_il,4.022943e-07,3.814697265625e-06
ea808fbdaf2a5375,a5_sft,1.08946864e-07,1.9073486328125e-06
ea808fbdaf2a5375,v6_sft,1.7458825e-07,3.814697265625e-06
ea808fbdaf2a5375,psi_sft,9.2098946e-07,5.7220458984375e-06
e47dc9b07dd857a3,official_il,5.178806e-07,5.7220458984375e-06
e47dc9b07dd857a3,a5_sft,2.9913406e-07,3.814697265625e-06
e47dc9b07dd857a3,v6_sft,3.0882944e-07,3.814697265625e-06
e47dc9b07dd857a3,psi_sft,8.755441e-07,5.7220458984375e-06
02ef12eeec9c5667,official_il,5.464335e-07,7.62939453125e-06
02ef12eeec9c5667,a5_sft,3.451585e-07,3.814697265625e-06
02ef12eeec9c5667,v6_sft,2.1969525e-07,3.814697265625e-06
02ef12eeec9c5667,psi_sft,1.0525313e-06,7.62939453125e-06
076f5a91273050e6,official_il,3.5662111e-07,4.76837158203125e-06
076f5a91273050e6,a5_sft,2.1013604e-07,1.9073486328125e-06
076f5a91273050e6,v6_sft,1.6924176e-07,1.9073486328125e-06
076f5a91273050e6,psi_sft,8.0123937e-07,4.76837158203125e-06
a566b5f3bd0c5522,official_il,5.1204427e-07,7.62939453125e-06
a566b5f3bd0c5522,a5_sft,3.0293722e-07,7.62939453125e-06
a566b5f3bd0c5522,v6_sft,2.6188786e-07,7.62939453125e-06
a566b5f3bd0c5522,psi_sft,1.0187214e-06,7.62939453125e-06
1526e5b224665c7e,official_il,4.4989264e-07,4.76837158203125e-06
1526e5b224665c7e,a5_sft,2.2021527e-07,3.814697265625e-06
1526e5b224665c7e,v6_sft,2.053634e-07,3.814697265625e-06
1526e5b224665c7e,psi_sft,1.0012695e-06,9.5367431640625e-06
66df470c3c2c5b62,official_il,4.98452e-07,4.291534423828125e-06
66df470c3c2c5b62,a5_sft,2.1141364e-07,1.9073486328125e-06
66df470c3c2c5b62,v6_sft,1.6242518e-07,1.9073486328125e-06
66df470c3c2c5b62,psi_sft,7.8867583e-07,5.7220458984375e-06
9c9fd38ec0485088,official_il,3.7235554e-07,5.7220458984375e-06
9c9fd38ec0485088,a5_sft,1.8153314e-07,1.9073486328125e-06
9c9fd38ec0485088,v6_sft,1.7740155e-07,1.9073486328125e-06
9c9fd38ec0485088,psi_sft,8.637355e-07,5.7220458984375e-06
0f54c1a676a954ce,official_il,4.455311e-07,4.0531158447265625e-06
0f54c1a676a954ce,a5_sft,1.7646882e-07,3.814697265625e-06
0f54c1a676a954ce,v6_sft,2.0452917e-07,3.814697265625e-06
0f54c1a676a954ce,psi_sft,7.640559e-07,4.0531158447265625e-06
c84f1984d6e459d4,official_il,4.248488e-07,3.933906555175781e-06
c84f1984d6e459d4,a5_sft,3.4609766e-07,5.7220458984375e-06
c84f1984d6e459d4,v6_sft,1.6802696e-07,1.9073486328125e-06
c84f1984d6e459d4,psi_sft,9.396392e-07,4.291534423828125e-06
7da6b01adf435bd5,official_il,3.7369767e-07,3.814697265625e-06
7da6b01adf435bd5,a5_sft,2.3509341e-07,3.814697265625e-06
7da6b01adf435bd5,v6_sft,1.8264427e-07,3.814697265625e-06
7da6b01adf435bd5,psi_sft,9.012349e-07,5.9604644775390625e-06
c0c2ed50261f54e5,official_il,5.2933717e-07,7.62939453125e-06
c0c2ed50261f54e5,a5_sft,2.614387e-07,3.814697265625e-06
c0c2ed50261f54e5,v6_sft,2.5198327e-07,7.62939453125e-06
c0c2ed50261f54e5,psi_sft,9.3677056e-07,7.62939453125e-06
c82e95254649534e,official_il,5.622045e-07,7.62939453125e-06
c82e95254649534e,a5_sft,2.861958e-07,7.62939453125e-06
c82e95254649534e,v6_sft,2.6446594e-07,3.814697265625e-06
c82e95254649534e,psi_sft,8.700823e-07,7.62939453125e-06
711cc9425e2f5aff,official_il,4.4133273e-07,3.814697265625e-06
711cc9425e2f5aff,a5_sft,1.4907081e-07,1.430511474609375e-06
711cc9425e2f5aff,v6_sft,1.4116071e-07,9.5367431640625e-07
711cc9425e2f5aff,psi_sft,8.1445967e-07,4.76837158203125e-06
dc932b3cf2ba5b1b,official_il,4.5739804e-07,3.814697265625e-06
dc932b3cf2ba5b1b,a5_sft,4.72727e-07,3.814697265625e-06
dc932b3cf2ba5b1b,v6_sft,1.814107e-07,1.9073486328125e-06
dc932b3cf2ba5b1b,psi_sft,8.863773e-07,4.291534423828125e-06
675f0d4dff9c5318,official_il,3.6606912e-07,3.814697265625e-06
675f0d4dff9c5318,a5_sft,1.4892997e-07,9.5367431640625e-07
675f0d4dff9c5318,v6_sft,1.76235e-07,1.430511474609375e-06
675f0d4dff9c5318,psi_sft,8.7084277e-07,5.7220458984375e-06
fcc0457324f15902,official_il,4.7322092e-07,3.814697265625e-06
fcc0457324f15902,a5_sft,3.3225876e-07,3.814697265625e-06
fcc0457324f15902,v6_sft,5.600158e-07,1.049041748046875e-05
fcc0457324f15902,psi_sft,1.018914e-06,5.7220458984375e-06
67b08ea8fc9956b0,official_il,4.194958e-07,3.814697265625e-06
67b08ea8fc9956b0,a5_sft,1.3145606e-07,1.9073486328125e-06
67b08ea8fc9956b0,v6_sft,1.3684341e-07,1.9073486328125e-06
67b08ea8fc9956b0,psi_sft,8.54062e-07,4.291534423828125e-06
4094b79867cd5f7b,official_il,4.3534249e-07,3.814697265625e-06
4094b79867cd5f7b,a5_sft,2.2773622e-07,1.9073486328125e-06
4094b79867cd5f7b,v6_sft,2.5048968e-07,3.814697265625e-06
4094b79867cd5f7b,psi_sft,8.924417e-07,5.7220458984375e-06
4668501db7065e02,official_il,4.2639846e-07,3.933906555175781e-06
4668501db7065e02,a5_sft,1.6447318e-07,1.9073486328125e-06
4668501db7065e02,v6_sft,1.2662824e-07,1.9073486328125e-06
4668501db7065e02,psi_sft,7.9710935e-07,4.76837158203125e-06
b790a763e1ee538e,official_il,5.6133194e-07,3.814697265625e-06
b790a763e1ee538e,a5_sft,3.507397e-07,3.814697265625e-06
b790a763e1ee538e,v6_sft,4.5687352e-07,3.814697265625e-06
b790a763e1ee538e,psi_sft,9.63112e-07,7.62939453125e-06
6848c7497a065ae0,official_il,4.2500375e-07,3.814697265625e-06
6848c7497a065ae0,a5_sft,5.42577e-07,1.2874603271484375e-05
6848c7497a065ae0,v6_sft,1.2773752e-07,9.5367431640625e-07
6848c7497a065ae0,psi_sft,9.2903065e-07,5.7220458984375e-06
5d83ddd5ec3c5326,official_il,3.9696988e-07,4.291534423828125e-06
5d83ddd5ec3c5326,a5_sft,1.8442736e-07,2.86102294921875e-06
5d83ddd5ec3c5326,v6_sft,1.5429158e-07,1.9073486328125e-06
5d83ddd5ec3c5326,psi_sft,8.808697e-07,4.0531158447265625e-06
98ad6d2817355b99,official_il,4.102795e-07,2.86102294921875e-06
98ad6d2817355b99,a5_sft,2.3436797e-07,1.9073486328125e-06
98ad6d2817355b99,v6_sft,1.5976704e-07,1.9073486328125e-06
98ad6d2817355b99,psi_sft,9.138452e-07,4.291534423828125e-06
023664205ae95402,official_il,3.7960297e-07,4.76837158203125e-06
023664205ae95402,a5_sft,1.7825545e-07,1.9073486328125e-06
023664205ae95402,v6_sft,1.3485938e-07,1.9073486328125e-06
023664205ae95402,psi_sft,8.8961895e-07,5.7220458984375e-06
adb657c849df5d9e,official_il,3.9103784e-07,4.291534423828125e-06
adb657c849df5d9e,a5_sft,1.841029e-07,1.9073486328125e-06
adb657c849df5d9e,v6_sft,1.6916698e-07,2.384185791015625e-06
adb657c849df5d9e,psi_sft,8.7838305e-07,4.291534423828125e-06
095f95bdbf1054d0,official_il,4.2335287e-07,4.291534423828125e-06
095f95bdbf1054d0,a5_sft,2.3253543e-07,1.9073486328125e-06
095f95bdbf1054d0,v6_sft,1.7758435e-07,1.430511474609375e-06
095f95bdbf1054d0,psi_sft,8.474269e-07,5.7220458984375e-06
de94e95519d85f21,official_il,3.6219774e-07,3.814697265625e-06
de94e95519d85f21,a5_sft,1.9765938e-07,1.430511474609375e-06
de94e95519d85f21,v6_sft,1.5717626e-07,2.384185791015625e-06
de94e95519d85f21,psi_sft,8.77935e-07,4.291534423828125e-06
672173aac8685233,official_il,4.983666e-07,3.814697265625e-06
672173aac8685233,a5_sft,2.908097e-07,3.814697265625e-06
672173aac8685233,v6_sft,3.791983e-07,5.245208740234375e-06
672173aac8685233,psi_sft,1.1026875e-06,5.7220458984375e-06
74bf7898a5565ef7,official_il,3.6132576e-07,3.814697265625e-06
74bf7898a5565ef7,a5_sft,2.0209652e-07,2.86102294921875e-06
74bf7898a5565ef7,v6_sft,1.9310207e-07,2.86102294921875e-06
74bf7898a5565ef7,psi_sft,8.7731e-07,4.76837158203125e-06
d5b5493184c257bd,official_il,5.1956494e-07,3.933906555175781e-06
d5b5493184c257bd,a5_sft,2.4579526e-07,2.86102294921875e-06
d5b5493184c257bd,v6_sft,2.0361097e-07,2.86102294921875e-06
d5b5493184c257bd,psi_sft,9.074662e-07,6.67572021484375e-06
93aa103155cd5295,official_il,4.798959e-07,4.76837158203125e-06
93aa103155cd5295,a5_sft,2.1888957e-07,1.9073486328125e-06
93aa103155cd5295,v6_sft,1.2480669e-07,1.9073486328125e-06
93aa103155cd5295,psi_sft,8.336816e-07,6.198883056640625e-06
50fefa46fcc855fb,official_il,4.029431e-07,4.76837158203125e-06
50fefa46fcc855fb,a5_sft,1.8754106e-07,3.814697265625e-06
50fefa46fcc855fb,v6_sft,1.1157339e-07,3.814697265625e-06
50fefa46fcc855fb,psi_sft,8.630371e-07,5.7220458984375e-06
baef6630583c5f87,official_il,4.6182186e-07,3.814697265625e-06
baef6630583c5f87,a5_sft,3.0602928e-07,3.814697265625e-06
baef6630583c5f87,v6_sft,2.574747e-07,3.814697265625e-06
baef6630583c5f87,psi_sft,9.317487e-07,4.76837158203125e-06
80e2038fd0555030,official_il,5.9458796e-07,7.62939453125e-06
80e2038fd0555030,a5_sft,2.925173e-07,7.62939453125e-06
80e2038fd0555030,v6_sft,3.9233794e-07,7.62939453125e-06
80e2038fd0555030,psi_sft,9.363622e-07,7.62939453125e-06
0827c1c05e0e5596,official_il,4.947477e-07,4.291534423828125e-06
0827c1c05e0e5596,a5_sft,1.9154623e-07,1.9073486328125e-06
0827c1c05e0e5596,v6_sft,2.612672e-07,1.9073486328125e-06
0827c1c05e0e5596,psi_sft,8.598794e-07,5.7220458984375e-06
3e7e4bd1053d5d92,official_il,5.744683e-07,5.7220458984375e-06
3e7e4bd1053d5d92,a5_sft,3.2566228e-07,3.814697265625e-06
3e7e4bd1053d5d92,v6_sft,2.8356087e-07,3.814697265625e-06
3e7e4bd1053d5d92,psi_sft,9.610742e-07,6.198883056640625e-06
56e525076cab5f42,official_il,4.0299213e-07,4.291534423828125e-06
56e525076cab5f42,a5_sft,1.4198005e-07,7.152557373046875e-07
56e525076cab5f42,v6_sft,1.2063282e-07,7.152557373046875e-07
56e525076cab5f42,psi_sft,9.2713987e-07,5.7220458984375e-06
4ce4021236435fc2,official_il,4.4163232e-07,3.814697265625e-06
4ce4021236435fc2,a5_sft,3.2833668e-07,5.7220458984375e-06
4ce4021236435fc2,v6_sft,8.32983e-08,3.814697265625e-06
4ce4021236435fc2,psi_sft,8.962378e-07,5.7220458984375e-06
502320eeaec55d1f,official_il,3.048072e-07,3.814697265625e-06
