variant,pool_type,comparator,metric,interpretation,n,mean_difference,median_difference,ci_low,ci_high,median_ci_low,median_ci_high,scene_win_fraction,p_value,bootstrap_replicates,cluster_count
eps0.5_p0.01,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.46875e-05,0.0,-6.93359375e-05,-4.00390625e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.01,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.01,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.01,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.01,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-4.296875e-05,0.0,-5.76171875e-05,-3.02734375e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,4.2724609375e-07,0.0,0.0,1.15966796875e-06,0.0,0.0,0.003,0.14961679440186604,3000,1000
eps0.5_p0.05,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,9.765625e-07,0.0,0.0,2.9296875e-06,0.0,0.0,0.001,0.6414528490503165,3000,1000
eps0.5_p0.05,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,1.1038265228401956,0.0,0.8558386764376917,1.3860843500928604,0.0,0.0,0.182,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0023125,0.0,-0.0111875,0.006875,0.0,0.0,0.068,0.6271242919026991,3000,1000
eps0.5_p0.05,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
eps0.5_p0.05,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.18798828125e-06,0.0,-7.01904296875e-06,-3.5400390625e-06,0.0,0.0,0.002,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-4.4921875e-05,0.0,-5.861816406249999e-05,-3.125e-05,0.0,0.0,0.002,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,2.4516082444930616,0.7434145412787316,2.2602488513428276,2.6493146735395046,0.39164109467249375,1.055831147081641,0.584,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.02325,0.0,-0.0295,-0.01775,0.0,0.0,0.034,0.0003332222592469177,3000,1000
eps0.5_p0.05,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-3.7109375e-05,0.0,-4.98046875e-05,-2.5390625e-05,0.0,0.0,0.001,0.0003332222592469177,3000,1000
eps0.5_p0.05,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-9.765625e-06,0.0,-1.66015625e-05,-3.90625e-06,0.0,0.0,0.0,0.004665111629456847,3000,1000
eps0.5_p0.05,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.021326224591802733,3000,1000
eps0.5_p0.05,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-8.7890625e-06,0.0,-1.46484375e-05,-2.9296875e-06,0.0,0.0,0.0,0.005998000666444518,3000,1000
eps0.5_p0.05,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.02299233588803732,3000,1000
eps0.5_p0.05,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.46875e-05,0.0,-6.93359375e-05,-4.099121093749991e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
eps0.5_p0.05,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
eps0.5_p0.05,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-4.296875e-05,0.0,-5.6640625e-05,-3.02734375e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.02580706787109375,0.025543212890625,0.025337796020507813,0.026278392028808592,0.02490234375,0.025940704345703128,0.999,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0785947265625,0.0810546875,0.076403271484375,0.0807961181640625,0.0771484375,0.0830078125,0.989,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-2.627807414788287,-0.8052436102614848,-2.850510535235808,-2.4066978919249093,-1.2633534341488115,-0.4699260351208097,0.003,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.017,-0.004,0.0,0.0,0.0,0.0026657780739753416,3000,1000
eps1.0_p0.01,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0248125,0.0,0.0183125,0.031125,0.0,0.0,0.155,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0403017578125,0.03125,0.038292846679687506,0.042305712890625,0.029296875,0.0341796875,0.961,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.026123046875,0.025634765625,0.0256669921875,0.02658453826904297,0.02520751953125,0.026275634765625,0.999,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0790615234375,0.080078125,0.076822216796875,0.0812844970703125,0.0771484375,0.0830078125,0.991,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.5239808919480917,-0.21234606990227434,-1.8541821455448224,-1.2002604629484508,-0.5304388974060572,-0.00014376801360072022,0.063,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.01602499999999999,-0.004,0.0,0.0,0.0,0.003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0225,0.0,0.0133734375,0.0318125,0.0,0.0,0.115,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0400615234375,0.03125,0.038095703125,0.0419746337890625,0.029296875,0.0341796875,0.953,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0043477783203125,0.0048828125,0.0037655075073242186,0.004917381286621094,0.00421142578125,0.005523681640625,0.702,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.008677734375,0.005859375,0.007408984375,0.010020605468749999,0.0048828125,0.0068359375,0.664,0.0003332222592469177,3000,1000
eps1.0_p0.01,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.17619917029522622,0.0,-0.29964223225791825,-0.06779543577905246,0.0,0.0,0.274,0.003998667110963012,3000,1000
eps1.0_p0.01,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.017,-0.004,0.0,0.0,0.0,0.0026657780739753416,3000,1000
eps1.0_p0.01,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0015625,0.0,-0.0023140624999999993,0.005,0.0,0.0,0.056,0.4098633788737088,3000,1000
eps1.0_p0.01,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0038408203125,0.001953125,0.0031396484375,0.004573291015625,0.001953125,0.0029296875,0.608,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,0.02590653778397919,0.02557373046875,0.025454311475734816,0.02638253045906855,0.02508544921875,0.02606201171875,1.0,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0785849609375,0.0810546875,0.07640605468749999,0.080723876953125,0.0771484375,0.0830078125,0.989,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,-2.7121632779398075,-0.818179624088998,-2.956486409476454,-2.470770627594901,-1.3092991536069718,-0.4804218378792626,0.003003003003003003,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.016,-0.004,0.0,0.0,0.0,0.0023325558147284237,3000,1000
eps1.0_p0.01,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,0.022767085267085267,0.0,0.01582818614068614,0.029836654836654836,0.0,0.0,0.15515515515515516,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.04030078125,0.03125,0.0384041259765625,0.04233896484375,0.029296875,0.0341796875,0.961,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,0.02622271089067964,0.02569580078125,0.0257813755488316,0.026690188020347522,0.02532958984375,0.0263671875,1.0,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0790517578125,0.080078125,0.07687009277343751,0.0811681396484375,0.0771484375,0.0830078125,0.99,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,-1.6072318236453178,-0.21368893074291861,-1.9494241262222194,-1.258359625336703,-0.522017702043243,-0.000493313595654854,0.06306306306306306,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.017,-0.004,0.0,0.0,0.0,0.0036654448517160947,3000,1000
eps1.0_p0.01,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,0.020452270452270452,0.0,0.01126126126126126,0.03046384452634453,0.0,0.0,0.11511511511511512,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.040060546875,0.03125,0.038119409179687494,0.0420332275390625,0.029296875,0.0341796875,0.953,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,0.004426256232896858,0.00494384765625,0.003842466268817181,0.004980013560437552,0.0042724609375,0.005615234375,0.7027027027027027,0.0003332222592469177,3000,999
eps1.0_p0.01,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.00866796875,0.005859375,0.0073554443359375,0.0099482666015625,0.0048828125,0.0068359375,0.664,0.0003332222592469177,3000,1000
eps1.0_p0.01,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,-0.2581009711399469,0.0,-0.4404014046160941,-0.11163191186110366,0.0,0.0,0.27427427427427425,0.005664778407197601,3000,999
eps1.0_p0.01,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.01,0.0,-0.017,-0.004,0.0,0.0,0.0,0.002999000333222259,3000,1000
eps1.0_p0.01,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,999,-0.0005061880061880061,0.0,-0.005386210073710073,0.003941441441441441,0.0,0.0,0.056056056056056056,0.8280573142285905,3000,999
eps1.0_p0.01,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.00383984375,0.001953125,0.003122998046875,0.0045450439453125005,0.001953125,0.0029296875,0.608,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0394736328125,0.040252685546875,0.03886571350097656,0.04007550811767578,0.03961181640625,0.04083251953125,0.996,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0844462890625,0.087890625,0.082463818359375,0.086452197265625,0.0859375,0.08984375,0.983,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-3.3205173508742845,-1.734279597292911,-3.57473896987095,-3.0837707666255594,-2.390344397028713,-1.266303658552267,0.003,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.06,-0.034,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0271875,0.0,0.0203125,0.034064062500000006,0.0,0.0,0.158,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.044427734375,0.0400390625,0.042742138671875,0.0462735595703125,0.0380859375,0.0419921875,0.967,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.03978961181640625,0.040283203125,0.039222947692871095,0.04035607452392578,0.03973388671875,0.04095458984375,0.998,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0849130859375,0.087890625,0.0829052490234375,0.0869455078125,0.0859375,0.08984375,0.99,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-2.216690828034089,-0.844569251179756,-2.5630981637017705,-1.8690644241190744,-1.4613325449077053,-0.4282890863719029,0.055,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.06,-0.035,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.024875,0.0,0.0159359375,0.0343125,0.0,0.0,0.114,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0441875,0.0400390625,0.0424148193359375,0.046040087890625005,0.0380859375,0.0419921875,0.961,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.01801434326171875,0.01904296875,0.017373025512695314,0.018662843322753905,0.018096923828125,0.019744873046875,0.946,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.014529296875,0.0078125,0.013015576171875,0.015988549804687502,0.0068359375,0.009765625,0.698,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.8689091063812232,-0.10342393283750084,-1.0072187893030176,-0.747026824480927,-0.2113681317689238,0.0,0.093,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.061,-0.034,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0039375,0.0,-6.25e-05,0.007625,0.0,0.0,0.07,0.044318560479840056,3000,1000
eps1.0_p0.03,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.007966796875,0.00390625,0.0071318115234375,0.0087900634765625,0.00390625,0.0048828125,0.697,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.04033034258621668,0.0404052734375,0.03981800034983992,0.040834986747318947,0.0399169921875,0.041015625,1.0,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0843154296875,0.087890625,0.08225185546875,0.08632041015625,0.0859375,0.08984375,0.983,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,-3.4518707078928594,-1.8715654288766856,-3.7461036894223683,-3.173769071621295,-2.5569296320843193,-1.3642214923970641,0.0030120481927710845,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.06,-0.035,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.02626717186205138,0.0,0.019083641112067316,0.03370836022662077,0.0,0.0,0.16164658634538154,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0444013671875,0.0400390625,0.042687304687500004,0.0461329345703125,0.0380859375,0.0419921875,0.967,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.04064599729489514,0.040496826171875,0.04017164884292912,0.04114678931844812,0.0400390625,0.04101638793945313,1.0,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0847822265625,0.087890625,0.0827820556640625,0.0868458251953125,0.08544921875,0.08984375,0.989,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,-2.385560185568494,-0.9937161302212445,-2.7586262344050865,-2.0231329413227273,-1.6196187949152971,-0.509920838161367,0.05120481927710843,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.06002499999999999,-0.034,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.022815866641167845,0.0,0.013428206875119527,0.03248047248517882,0.0,0.0,0.1144578313253012,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0441611328125,0.0400390625,0.04242666015625,0.045931689453125,0.0380859375,0.0419921875,0.961,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.018783706824419478,0.01947021484375,0.0181486964536849,0.01947052734173875,0.0189208984375,0.02020263671875,0.9548192771084337,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0143984375,0.0078125,0.0129012939453125,0.0159775390625,0.0068359375,0.009765625,0.694,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,-0.9914130969268176,-0.13727376039705064,-1.1683242254828776,-0.8336213854509882,-0.277293712399306,-0.0011357066655079961,0.08333333333333333,0.0003332222592469177,3000,996
eps1.0_p0.03,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.047,0.0,-0.061,-0.034,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.03,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,996,0.002986549372091541,0.0,-0.0019476815994135272,0.00756127685344553,0.0,0.0,0.071285140562249,0.2222592469176941,3000,996
eps1.0_p0.03,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0079404296875,0.00390625,0.0070986083984375,0.008775390625,0.00390625,0.0048828125,0.695,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.03638104248046875,0.043731689453125,0.03510853424072266,0.037687931823730474,0.041748046875,0.04510498046875,0.9,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0625224609375,0.0673828125,0.060244995117187505,0.064755517578125,0.064453125,0.06983642578125004,0.876,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-2.9884741277271654,-0.6750100213975117,-3.241546622629734,-2.7467943924233174,-1.0699189650021974,-0.35498270176320545,0.003,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.436,-0.375,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0179375,0.0,0.0123125,0.023751562500000007,0.0,0.0,0.105,0.0003332222592469177,3000,1000
