token,method,source,count
e165b9b4eb5f5cf4,pareto,apr_9145,2
e165b9b4eb5f5cf4,pareto,IL-native,2
e165b9b4eb5f5cf4,pareto,Bridge-0.4_mts_8751,1
e165b9b4eb5f5cf4,pareto,Bridge-0.8_mts_8751,1
e165b9b4eb5f5cf4,pareto,Bridge-0.4_mts_8692,1
e165b9b4eb5f5cf4,pareto,Bridge-0.2_mts_8692,1
e165b9b4eb5f5cf4,pareto,Bridge-0.2_mts_8751,1
e165b9b4eb5f5cf4,pareto,Bridge-0.6_mts_8692,1
e165b9b4eb5f5cf4,pareto,Bridge-0.6_mts_8751,1
e165b9b4eb5f5cf4,gt_distance,GT,6
e165b9b4eb5f5cf4,gt_distance,Bridge-0.4_mts_8751,2
e165b9b4eb5f5cf4,gt_distance,Bridge-0.8_mts_8751,2
e165b9b4eb5f5cf4,gt_distance,Bridge-0.6_mts_8751,2
e165b9b4eb5f5cf4,gt_distance,Bridge-0.4_mts_8692,1
e165b9b4eb5f5cf4,gt_distance,Bridge-0.6_mts_8692,1
e165b9b4eb5f5cf4,gt_distance,mts_8692,1
e165b9b4eb5f5cf4,gt_distance,Bridge-0.8_mts_8692,1
e165b9b4eb5f5cf4,old_pc,IL-native,16
dcb23119258e58ec,conditional_pc,IL-native,16
dcb23119258e58ec,quality_only,IL-native,16
dcb23119258e58ec,score,apr_9145,12
dcb23119258e58ec,score,Bridge-0.8_apr_9145,4
dcb23119258e58ec,pareto,apr_9145,12
dcb23119258e58ec,pareto,Bridge-0.8_apr_9145,4
dcb23119258e58ec,gt_distance,IL-native,14
dcb23119258e58ec,gt_distance,grpo_9041,1
dcb23119258e58ec,gt_distance,GT,1
dcb23119258e58ec,old_pc,IL-native,1
f0328bdcd0e15d3a,conditional_pc,IL-native,16
f0328bdcd0e15d3a,quality_only,IL-native,16
f0328bdcd0e15d3a,score,apr_9145,12
f0328bdcd0e15d3a,score,Bridge-0.8_apr_9145,4
f0328bdcd0e15d3a,pareto,apr_9145,12
f0328bdcd0e15d3a,pareto,Bridge-0.8_apr_9145,4
f0328bdcd0e15d3a,gt_distance,grpo_9041,4
f0328bdcd0e15d3a,gt_distance,Bridge-0.4_grpo_9041,4
f0328bdcd0e15d3a,gt_distance,Bridge-0.2_grpo_9041,4
f0328bdcd0e15d3a,gt_distance,Bridge-0.6_grpo_9041,2
f0328bdcd0e15d3a,gt_distance,IL-native,2
f0328bdcd0e15d3a,old_pc,IL-native,1
c6538928de9c552b,conditional_pc,IL-native,16
c6538928de9c552b,quality_only,IL-native,16
c6538928de9c552b,score,grpo_9041,8
c6538928de9c552b,score,apr_9145,4
c6538928de9c552b,score,Bridge-0.6_grpo_9041,2
c6538928de9c552b,score,Bridge-0.8_grpo_9041,2
c6538928de9c552b,pareto,grpo_9041,7
c6538928de9c552b,pareto,apr_9145,4
c6538928de9c552b,pareto,Bridge-0.6_grpo_9041,2
c6538928de9c552b,pareto,Bridge-0.8_grpo_9041,2
c6538928de9c552b,pareto,Bridge-0.8_apr_9145,1
c6538928de9c552b,gt_distance,grpo_9041,8
c6538928de9c552b,gt_distance,Bridge-0.6_grpo_9041,4
c6538928de9c552b,gt_distance,Bridge-0.8_grpo_9041,2
c6538928de9c552b,gt_distance,Bridge-0.4_grpo_9041,2
c6538928de9c552b,old_pc,IL-native,1
56da0490b78b5033,conditional_pc,IL-native,16
56da0490b78b5033,quality_only,IL-native,16
56da0490b78b5033,score,grpo_9041,10
56da0490b78b5033,score,apr_9145,5
56da0490b78b5033,score,Bridge-0.8_grpo_9041,1
56da0490b78b5033,pareto,grpo_9041,10
56da0490b78b5033,pareto,apr_9145,5
56da0490b78b5033,pareto,Bridge-0.8_grpo_9041,1
56da0490b78b5033,gt_distance,grpo_9041,5
56da0490b78b5033,gt_distance,Bridge-0.8_grpo_9041,4
56da0490b78b5033,gt_distance,Bridge-0.6_grpo_9041,4
56da0490b78b5033,gt_distance,Bridge-0.8_apr_9145,3
56da0490b78b5033,old_pc,IL-native,1
8fc454e70d1554b7,conditional_pc,mts_8751,5
8fc454e70d1554b7,conditional_pc,IL-native,4
8fc454e70d1554b7,conditional_pc,Bridge-0.8_mts_8692,2
8fc454e70d1554b7,conditional_pc,Bridge-0.2_mts_8751,2
8fc454e70d1554b7,conditional_pc,Bridge-0.2_mts_8692,1
8fc454e70d1554b7,conditional_pc,Bridge-0.8_mts_8751,1
8fc454e70d1554b7,conditional_pc,Bridge-0.4_mts_8692,1
8fc454e70d1554b7,quality_only,mts_8751,5
8fc454e70d1554b7,quality_only,IL-native,4
8fc454e70d1554b7,quality_only,Bridge-0.8_mts_8692,2
8fc454e70d1554b7,quality_only,Bridge-0.2_mts_8751,2
8fc454e70d1554b7,quality_only,Bridge-0.2_mts_8692,1
8fc454e70d1554b7,quality_only,Bridge-0.8_mts_8751,1
8fc454e70d1554b7,quality_only,Bridge-0.4_mts_8692,1
8fc454e70d1554b7,score,GT,16
8fc454e70d1554b7,pareto,GT,5
8fc454e70d1554b7,pareto,apr_9145,3
8fc454e70d1554b7,pareto,grpo_9041,3
8fc454e70d1554b7,pareto,Bridge-0.8_grpo_9041,2
8fc454e70d1554b7,pareto,Bridge-0.6_apr_9145,1
8fc454e70d1554b7,pareto,mts_8751,1
8fc454e70d1554b7,pareto,IL-native,1
8fc454e70d1554b7,gt_distance,GT,6
8fc454e70d1554b7,gt_distance,grpo_9041,3
8fc454e70d1554b7,gt_distance,IL-native,2
8fc454e70d1554b7,gt_distance,Bridge-0.6_apr_9145,1
8fc454e70d1554b7,gt_distance,mts_8751,1
8fc454e70d1554b7,gt_distance,apr_9145,1
8fc454e70d1554b7,gt_distance,Bridge-0.4_grpo_9041,1
8fc454e70d1554b7,gt_distance,Bridge-0.6_grpo_9041,1
8fc454e70d1554b7,old_pc,mts_8751,5
8fc454e70d1554b7,old_pc,IL-native,4
8fc454e70d1554b7,old_pc,Bridge-0.8_mts_8692,2
8fc454e70d1554b7,old_pc,Bridge-0.2_mts_8751,2
8fc454e70d1554b7,old_pc,Bridge-0.2_mts_8692,1
8fc454e70d1554b7,old_pc,Bridge-0.8_mts_8751,1
8fc454e70d1554b7,old_pc,Bridge-0.4_mts_8692,1
3eceeb425c3a560b,conditional_pc,IL-native,16
3eceeb425c3a560b,quality_only,IL-native,16
3eceeb425c3a560b,score,grpo_9041,10
3eceeb425c3a560b,score,GT,3
3eceeb425c3a560b,score,Bridge-0.8_grpo_9041,2
3eceeb425c3a560b,score,mts_8692,1
3eceeb425c3a560b,pareto,grpo_9041,10
3eceeb425c3a560b,pareto,GT,3
3eceeb425c3a560b,pareto,Bridge-0.8_grpo_9041,2
3eceeb425c3a560b,pareto,mts_8692,1
3eceeb425c3a560b,gt_distance,grpo_9041,10
3eceeb425c3a560b,gt_distance,GT,3
3eceeb425c3a560b,gt_distance,Bridge-0.8_grpo_9041,2
3eceeb425c3a560b,gt_distance,mts_8692,1
3eceeb425c3a560b,old_pc,IL-native,1
5e7d1f34a80c5e46,conditional_pc,IL-native,16
5e7d1f34a80c5e46,quality_only,IL-native,16
5e7d1f34a80c5e46,score,GT,16
5e7d1f34a80c5e46,pareto,apr_9145,4
5e7d1f34a80c5e46,pareto,grpo_9041,3
5e7d1f34a80c5e46,pareto,GT,2
5e7d1f34a80c5e46,pareto,Bridge-0.2_apr_9145,1
5e7d1f34a80c5e46,pareto,Bridge-0.2_mts_8692,1
5e7d1f34a80c5e46,pareto,IL-native,1
5e7d1f34a80c5e46,pareto,Bridge-0.6_mts_8692,1
5e7d1f34a80c5e46,pareto,Bridge-0.2_grpo_9041,1
5e7d1f34a80c5e46,pareto,mts_8692,1
5e7d1f34a80c5e46,pareto,Bridge-0.8_apr_9145,1
5e7d1f34a80c5e46,gt_distance,GT,6
5e7d1f34a80c5e46,gt_distance,mts_8692,2
5e7d1f34a80c5e46,gt_distance,mts_8751,2
5e7d1f34a80c5e46,gt_distance,Bridge-0.4_mts_8692,1
5e7d1f34a80c5e46,gt_distance,Bridge-0.6_mts_8751,1
5e7d1f34a80c5e46,gt_distance,Bridge-0.8_mts_8692,1
5e7d1f34a80c5e46,gt_distance,Bridge-0.6_mts_8692,1
5e7d1f34a80c5e46,gt_distance,Bridge-0.8_mts_8751,1
5e7d1f34a80c5e46,gt_distance,Bridge-0.4_mts_8751,1
5e7d1f34a80c5e46,old_pc,IL-native,16
ef4f3026ae1b56a3,conditional_pc,IL-native,10
ef4f3026ae1b56a3,conditional_pc,Bridge-0.4_mts_8692,3
ef4f3026ae1b56a3,conditional_pc,GT,2
ef4f3026ae1b56a3,conditional_pc,Bridge-0.2_mts_8692,1
ef4f3026ae1b56a3,quality_only,IL-native,10
ef4f3026ae1b56a3,quality_only,Bridge-0.4_mts_8692,3
ef4f3026ae1b56a3,quality_only,GT,2
ef4f3026ae1b56a3,quality_only,Bridge-0.2_mts_8692,1
ef4f3026ae1b56a3,score,apr_9145,15
ef4f3026ae1b56a3,score,Bridge-0.8_apr_9145,1
ef4f3026ae1b56a3,pareto,apr_9145,15
ef4f3026ae1b56a3,pareto,Bridge-0.8_apr_9145,1
ef4f3026ae1b56a3,gt_distance,Bridge-0.4_grpo_9041,4
ef4f3026ae1b56a3,gt_distance,IL-native,4
ef4f3026ae1b56a3,gt_distance,Bridge-0.2_grpo_9041,4
ef4f3026ae1b56a3,gt_distance,Bridge-0.6_grpo_9041,3
ef4f3026ae1b56a3,gt_distance,GT,1
ef4f3026ae1b56a3,old_pc,IL-native,1
d92fd7e6c01d503b,conditional_pc,IL-native,12
d92fd7e6c01d503b,conditional_pc,Bridge-0.2_mts_8692,3
d92fd7e6c01d503b,conditional_pc,Bridge-0.2_mts_8751,1
d92fd7e6c01d503b,quality_only,IL-native,12
d92fd7e6c01d503b,quality_only,Bridge-0.2_mts_8692,3
d92fd7e6c01d503b,quality_only,Bridge-0.2_mts_8751,1
d92fd7e6c01d503b,score,GT,16
d92fd7e6c01d503b,pareto,GT,3
d92fd7e6c01d503b,pareto,apr_9145,3
d92fd7e6c01d503b,pareto,grpo_9041,3
d92fd7e6c01d503b,pareto,IL-native,2
d92fd7e6c01d503b,pareto,Bridge-0.4_apr_9145,1
d92fd7e6c01d503b,pareto,Bridge-0.6_grpo_9041,1
d92fd7e6c01d503b,pareto,Bridge-0.2_apr_9145,1
d92fd7e6c01d503b,pareto,Bridge-0.8_apr_9145,1
d92fd7e6c01d503b,pareto,mts_8692,1
d92fd7e6c01d503b,gt_distance,GT,6
d92fd7e6c01d503b,gt_distance,IL-native,4
d92fd7e6c01d503b,gt_distance,grpo_9041,3
d92fd7e6c01d503b,gt_distance,Bridge-0.2_apr_9145,1
d92fd7e6c01d503b,gt_distance,Bridge-0.6_grpo_9041,1
d92fd7e6c01d503b,gt_distance,mts_8692,1
d92fd7e6c01d503b,old_pc,IL-native,12
d92fd7e6c01d503b,old_pc,Bridge-0.2_mts_8692,3
d92fd7e6c01d503b,old_pc,Bridge-0.2_mts_8751,1
1381f484e75c565a,conditional_pc,IL-native,12
1381f484e75c565a,conditional_pc,GT,4
1381f484e75c565a,quality_only,IL-native,12
1381f484e75c565a,quality_only,GT,4
1381f484e75c565a,score,apr_9145,11
1381f484e75c565a,score,Bridge-0.8_apr_9145,4
1381f484e75c565a,score,Bridge-0.6_apr_9145,1
1381f484e75c565a,pareto,apr_9145,11
1381f484e75c565a,pareto,Bridge-0.8_apr_9145,4
1381f484e75c565a,pareto,Bridge-0.6_apr_9145,1
1381f484e75c565a,gt_distance,grpo_9041,7
1381f484e75c565a,gt_distance,Bridge-0.2_apr_9145,4
1381f484e75c565a,gt_distance,Bridge-0.8_grpo_9041,3
1381f484e75c565a,gt_distance,Bridge-0.6_grpo_9041,1
1381f484e75c565a,gt_distance,Bridge-0.4_grpo_9041,1
1381f484e75c565a,old_pc,IL-native,1
7b79090489c95c0b,conditional_pc,IL-native,16
7b79090489c95c0b,quality_only,IL-native,16
7b79090489c95c0b,score,grpo_9041,16
7b79090489c95c0b,pareto,apr_9145,9
7b79090489c95c0b,pareto,grpo_9041,3
7b79090489c95c0b,pareto,Bridge-0.4_grpo_9041,1
7b79090489c95c0b,pareto,Bridge-0.6_apr_9145,1
7b79090489c95c0b,pareto,Bridge-0.6_grpo_9041,1
7b79090489c95c0b,pareto,Bridge-0.8_grpo_9041,1
7b79090489c95c0b,gt_distance,IL-native,13
7b79090489c95c0b,gt_distance,GT,3
7b79090489c95c0b,old_pc,IL-native,1
f0d107fb359953ff,conditional_pc,IL-native,16
f0d107fb359953ff,quality_only,IL-native,16
f0d107fb359953ff,score,apr_9145,9
f0d107fb359953ff,score,Bridge-0.8_apr_9145,4
f0d107fb359953ff,score,Bridge-0.6_apr_9145,3
f0d107fb359953ff,pareto,apr_9145,9
f0d107fb359953ff,pareto,Bridge-0.8_apr_9145,4
f0d107fb359953ff,pareto,Bridge-0.6_apr_9145,3
f0d107fb359953ff,gt_distance,Bridge-0.2_mts_8692,4
f0d107fb359953ff,gt_distance,Bridge-0.2_mts_8751,4
f0d107fb359953ff,gt_distance,Bridge-0.4_mts_8692,4
f0d107fb359953ff,gt_distance,Bridge-0.4_mts_8751,4
f0d107fb359953ff,old_pc,IL-native,1
e0c845f2d87555b3,conditional_pc,IL-native,16
e0c845f2d87555b3,quality_only,IL-native,16
e0c845f2d87555b3,score,GT,16
e0c845f2d87555b3,pareto,grpo_9041,3
e0c845f2d87555b3,pareto,GT,2
e0c845f2d87555b3,pareto,apr_9145,2
e0c845f2d87555b3,pareto,Bridge-0.8_apr_9145,2
e0c845f2d87555b3,pareto,IL-native,2
e0c845f2d87555b3,pareto,Bridge-0.2_apr_9145,2
e0c845f2d87555b3,pareto,Bridge-0.4_apr_9145,1
e0c845f2d87555b3,pareto,Bridge-0.6_apr_9145,1
e0c845f2d87555b3,pareto,Bridge-0.6_grpo_9041,1
e0c845f2d87555b3,gt_distance,GT,5
e0c845f2d87555b3,gt_distance,grpo_9041,4
e0c845f2d87555b3,gt_distance,IL-native,2
e0c845f2d87555b3,gt_distance,Bridge-0.4_apr_9145,1
e0c845f2d87555b3,gt_distance,Bridge-0.8_apr_9145,1
e0c845f2d87555b3,gt_distance,Bridge-0.2_apr_9145,1
e0c845f2d87555b3,gt_distance,Bridge-0.6_grpo_9041,1
e0c845f2d87555b3,gt_distance,Bridge-0.4_grpo_9041,1
e0c845f2d87555b3,old_pc,IL-native,16
9e454d3b139c5a3d,conditional_pc,IL-native,16
9e454d3b139c5a3d,quality_only,IL-native,16
9e454d3b139c5a3d,score,IL-native,15
9e454d3b139c5a3d,score,GT,1
9e454d3b139c5a3d,pareto,apr_9145,6
9e454d3b139c5a3d,pareto,grpo_9041,3
9e454d3b139c5a3d,pareto,IL-native,2
9e454d3b139c5a3d,pareto,GT,1
9e454d3b139c5a3d,pareto,Bridge-0.4_apr_9145,1
9e454d3b139c5a3d,pareto,Bridge-0.6_apr_9145,1
9e454d3b139c5a3d,pareto,Bridge-0.2_apr_9145,1
9e454d3b139c5a3d,pareto,mts_8751,1
9e454d3b139c5a3d,gt_distance,IL-native,5
9e454d3b139c5a3d,gt_distance,grpo_9041,3
9e454d3b139c5a3d,gt_distance,GT,1
9e454d3b139c5a3d,gt_distance,mts_8751,1
9e454d3b139c5a3d,gt_distance,Bridge-0.4_grpo_9041,1
9e454d3b139c5a3d,gt_distance,Bridge-0.8_mts_8751,1
9e454d3b139c5a3d,gt_distance,Bridge-0.8_grpo_9041,1
9e454d3b139c5a3d,gt_distance,Bridge-0.2_mts_8751,1
9e454d3b139c5a3d,gt_distance,Bridge-0.6_grpo_9041,1
9e454d3b139c5a3d,gt_distance,Bridge-0.2_grpo_9041,1
9e454d3b139c5a3d,old_pc,IL-native,16
468894d189a75353,conditional_pc,IL-native,14
468894d189a75353,conditional_pc,GT,1
468894d189a75353,conditional_pc,Bridge-0.2_apr_9145,1
468894d189a75353,quality_only,IL-native,14
468894d189a75353,quality_only,GT,1
468894d189a75353,quality_only,Bridge-0.2_apr_9145,1
468894d189a75353,score,GT,16
468894d189a75353,pareto,GT,4
468894d189a75353,pareto,apr_9145,4
468894d189a75353,pareto,grpo_9041,3
468894d189a75353,pareto,IL-native,2
468894d189a75353,pareto,Bridge-0.2_apr_9145,1
468894d189a75353,pareto,Bridge-0.6_grpo_9041,1
468894d189a75353,pareto,mts_8751,1
468894d189a75353,gt_distance,GT,5
468894d189a75353,gt_distance,grpo_9041,3
468894d189a75353,gt_distance,apr_9145,2
468894d189a75353,gt_distance,IL-native,2
468894d189a75353,gt_distance,Bridge-0.6_grpo_9041,1
468894d189a75353,gt_distance,Bridge-0.2_apr_9145,1
468894d189a75353,gt_distance,mts_8751,1
468894d189a75353,gt_distance,Bridge-0.6_apr_9145,1
468894d189a75353,old_pc,IL-native,14
468894d189a75353,old_pc,GT,1
468894d189a75353,old_pc,Bridge-0.2_apr_9145,1
9252ad8efde85a85,conditional_pc,IL-native,11
9252ad8efde85a85,conditional_pc,Bridge-0.4_grpo_9041,3
9252ad8efde85a85,conditional_pc,Bridge-0.6_grpo_9041,1
9252ad8efde85a85,conditional_pc,Bridge-0.2_grpo_9041,1
9252ad8efde85a85,quality_only,IL-native,11
9252ad8efde85a85,quality_only,Bridge-0.4_grpo_9041,4
9252ad8efde85a85,quality_only,Bridge-0.6_grpo_9041,1
9252ad8efde85a85,score,GT,16
9252ad8efde85a85,pareto,GT,5
9252ad8efde85a85,pareto,apr_9145,3
9252ad8efde85a85,pareto,grpo_9041,2
9252ad8efde85a85,pareto,IL-native,2
9252ad8efde85a85,pareto,Bridge-0.2_apr_9145,1
9252ad8efde85a85,pareto,mts_8751,1
9252ad8efde85a85,pareto,Bridge-0.6_apr_9145,1
9252ad8efde85a85,pareto,Bridge-0.4_mts_8751,1
9252ad8efde85a85,gt_distance,GT,6
9252ad8efde85a85,gt_distance,IL-native,3
9252ad8efde85a85,gt_distance,mts_8751,2
9252ad8efde85a85,gt_distance,grpo_9041,2
9252ad8efde85a85,gt_distance,Bridge-0.6_apr_9145,1
9252ad8efde85a85,gt_distance,Bridge-0.4_mts_8751,1
9252ad8efde85a85,gt_distance,Bridge-0.2_apr_9145,1
9252ad8efde85a85,old_pc,IL-native,11
9252ad8efde85a85,old_pc,Bridge-0.4_grpo_9041,3
9252ad8efde85a85,old_pc,Bridge-0.6_grpo_9041,1
9252ad8efde85a85,old_pc,Bridge-0.2_grpo_9041,1
d99a3bc24ff75a68,conditional_pc,IL-native,16
d99a3bc24ff75a68,quality_only,IL-native,16
d99a3bc24ff75a68,score,GT,16
d99a3bc24ff75a68,pareto,GT,3
d99a3bc24ff75a68,pareto,grpo_9041,2
d99a3bc24ff75a68,pareto,apr_9145,2
d99a3bc24ff75a68,pareto,Bridge-0.6_apr_9145,1
d99a3bc24ff75a68,pareto,Bridge-0.4_grpo_9041,1
d99a3bc24ff75a68,pareto,IL-native,1
d99a3bc24ff75a68,pareto,mts_8692,1
d99a3bc24ff75a68,pareto,Bridge-0.2_apr_9145,1
d99a3bc24ff75a68,pareto,Bridge-0.4_apr_9145,1
d99a3bc24ff75a68,pareto,Bridge-0.2_mts_8692,1
d99a3bc24ff75a68,pareto,Bridge-0.8_grpo_9041,1
d99a3bc24ff75a68,pareto,Bridge-0.8_apr_9145,1
d99a3bc24ff75a68,gt_distance,GT,4
d99a3bc24ff75a68,gt_distance,IL-native,3
d99a3bc24ff75a68,gt_distance,Bridge-0.6_apr_9145,2
d99a3bc24ff75a68,gt_distance,Bridge-0.4_apr_9145,2
d99a3bc24ff75a68,gt_distance,Bridge-0.6_grpo_9041,1
d99a3bc24ff75a68,gt_distance,Bridge-0.2_grpo_9041,1
d99a3bc24ff75a68,gt_distance,mts_8692,1
d99a3bc24ff75a68,gt_distance,Bridge-0.2_apr_9145,1
d99a3bc24ff75a68,gt_distance,Bridge-0.4_grpo_9041,1
d99a3bc24ff75a68,old_pc,IL-native,16
1d45b9d20e9d5f92,conditional_pc,IL-native,12
1d45b9d20e9d5f92,conditional_pc,Bridge-0.2_mts_8692,3
1d45b9d20e9d5f92,conditional_pc,GT,1
1d45b9d20e9d5f92,quality_only,IL-native,12
1d45b9d20e9d5f92,quality_only,Bridge-0.2_mts_8692,3
1d45b9d20e9d5f92,quality_only,GT,1
1d45b9d20e9d5f92,score,grpo_9041,8
1d45b9d20e9d5f92,score,Bridge-0.8_grpo_9041,4
1d45b9d20e9d5f92,score,Bridge-0.6_grpo_9041,4
1d45b9d20e9d5f92,pareto,grpo_9041,8
1d45b9d20e9d5f92,pareto,Bridge-0.8_grpo_9041,4
1d45b9d20e9d5f92,pareto,Bridge-0.6_grpo_9041,4
1d45b9d20e9d5f92,gt_distance,grpo_9041,8
1d45b9d20e9d5f92,gt_distance,Bridge-0.8_grpo_9041,4
1d45b9d20e9d5f92,gt_distance,Bridge-0.6_grpo_9041,4
1d45b9d20e9d5f92,old_pc,IL-native,1
39fc09d325a05606,conditional_pc,IL-native,15
39fc09d325a05606,conditional_pc,Bridge-0.2_mts_8692,1
39fc09d325a05606,quality_only,IL-native,15
39fc09d325a05606,quality_only,Bridge-0.2_mts_8692,1
39fc09d325a05606,score,mts_8692,6
39fc09d325a05606,score,Bridge-0.8_mts_8692,4
39fc09d325a05606,score,GT,3
39fc09d325a05606,score,Bridge-0.6_mts_8692,2
39fc09d325a05606,score,Bridge-0.4_mts_8692,1
39fc09d325a05606,pareto,mts_8692,6
39fc09d325a05606,pareto,Bridge-0.8_mts_8692,4
39fc09d325a05606,pareto,GT,3
39fc09d325a05606,pareto,Bridge-0.6_mts_8692,2
39fc09d325a05606,pareto,Bridge-0.4_mts_8692,1
39fc09d325a05606,gt_distance,mts_8692,6
39fc09d325a05606,gt_distance,Bridge-0.8_mts_8692,4
39fc09d325a05606,gt_distance,GT,3
39fc09d325a05606,gt_distance,Bridge-0.6_mts_8692,2
39fc09d325a05606,gt_distance,Bridge-0.4_mts_8692,1
39fc09d325a05606,old_pc,IL-native,1
75341958391d5aba,conditional_pc,IL-native,16
75341958391d5aba,quality_only,IL-native,16
75341958391d5aba,score,GT,16
75341958391d5aba,pareto,apr_9145,4
75341958391d5aba,pareto,grpo_9041,3
75341958391d5aba,pareto,GT,2
75341958391d5aba,pareto,IL-native,1
75341958391d5aba,pareto,Bridge-0.4_grpo_9041,1
75341958391d5aba,pareto,Bridge-0.2_mts_8692,1
75341958391d5aba,pareto,Bridge-0.8_grpo_9041,1
75341958391d5aba,pareto,Bridge-0.6_grpo_9041,1
75341958391d5aba,pareto,mts_8692,1
75341958391d5aba,pareto,mts_8751,1
75341958391d5aba,gt_distance,GT,6
75341958391d5aba,gt_distance,IL-native,3
75341958391d5aba,gt_distance,mts_8751,2
75341958391d5aba,gt_distance,Bridge-0.2_mts_8751,1
75341958391d5aba,gt_distance,Bridge-0.6_mts_8692,1
75341958391d5aba,gt_distance,mts_8692,1
75341958391d5aba,gt_distance,Bridge-0.6_mts_8751,1
75341958391d5aba,gt_distance,Bridge-0.2_mts_8692,1
75341958391d5aba,old_pc,IL-native,16
e65ea4e886535732,conditional_pc,IL-native,16
e65ea4e886535732,quality_only,IL-native,16
e65ea4e886535732,score,grpo_9041,8
e65ea4e886535732,score,Bridge-0.8_grpo_9041,4
e65ea4e886535732,score,Bridge-0.6_grpo_9041,1
e65ea4e886535732,score,Bridge-0.4_grpo_9041,1
e65ea4e886535732,score,GT,1
e65ea4e886535732,score,Bridge-0.2_grpo_9041,1
e65ea4e886535732,pareto,grpo_9041,8
e65ea4e886535732,pareto,Bridge-0.8_grpo_9041,4
e65ea4e886535732,pareto,Bridge-0.6_grpo_9041,1
e65ea4e886535732,pareto,Bridge-0.4_grpo_9041,1
e65ea4e886535732,pareto,GT,1
e65ea4e886535732,pareto,Bridge-0.2_grpo_9041,1
e65ea4e886535732,gt_distance,grpo_9041,8
e65ea4e886535732,gt_distance,Bridge-0.8_grpo_9041,4
e65ea4e886535732,gt_distance,Bridge-0.6_grpo_9041,1
e65ea4e886535732,gt_distance,Bridge-0.4_grpo_9041,1
e65ea4e886535732,gt_distance,GT,1
e65ea4e886535732,gt_distance,Bridge-0.2_grpo_9041,1
e65ea4e886535732,old_pc,IL-native,1
a9134306f1575f88,conditional_pc,IL-native,16
a9134306f1575f88,quality_only,IL-native,16
a9134306f1575f88,score,GT,16
a9134306f1575f88,pareto,GT,5
a9134306f1575f88,pareto,apr_9145,3
a9134306f1575f88,pareto,IL-native,2
a9134306f1575f88,pareto,grpo_9041,2
a9134306f1575f88,pareto,Bridge-0.6_apr_9145,1
a9134306f1575f88,pareto,Bridge-0.6_grpo_9041,1
a9134306f1575f88,pareto,Bridge-0.4_grpo_9041,1
a9134306f1575f88,pareto,Bridge-0.2_apr_9145,1
a9134306f1575f88,gt_distance,GT,6
a9134306f1575f88,gt_distance,IL-native,3
a9134306f1575f88,gt_distance,grpo_9041,3
a9134306f1575f88,gt_distance,Bridge-0.6_grpo_9041,1
a9134306f1575f88,gt_distance,Bridge-0.4_grpo_9041,1
a9134306f1575f88,gt_distance,mts_8692,1
a9134306f1575f88,gt_distance,Bridge-0.8_grpo_9041,1
a9134306f1575f88,old_pc,IL-native,16
3609537de0105997,conditional_pc,IL-native,15
3609537de0105997,quality_only,IL-native,15
3609537de0105997,score,apr_9145,11
3609537de0105997,score,Bridge-0.8_apr_9145,4
3609537de0105997,score,Bridge-0.6_apr_9145,1
3609537de0105997,pareto,apr_9145,11
3609537de0105997,pareto,Bridge-0.8_apr_9145,4
3609537de0105997,pareto,Bridge-0.6_apr_9145,1
3609537de0105997,gt_distance,grpo_9041,6
3609537de0105997,gt_distance,Bridge-0.6_grpo_9041,4
3609537de0105997,gt_distance,Bridge-0.4_grpo_9041,4
3609537de0105997,gt_distance,Bridge-0.8_grpo_9041,2
3609537de0105997,old_pc,IL-native,1
90c4cd28f0e55d46,conditional_pc,IL-native,16
90c4cd28f0e55d46,quality_only,IL-native,16
90c4cd28f0e55d46,score,GT,16
90c4cd28f0e55d46,pareto,grpo_9041,3
90c4cd28f0e55d46,pareto,GT,2
90c4cd28f0e55d46,pareto,apr_9145,2
90c4cd28f0e55d46,pareto,Bridge-0.8_apr_9145,2
90c4cd28f0e55d46,pareto,IL-native,2
90c4cd28f0e55d46,pareto,Bridge-0.6_apr_9145,2
90c4cd28f0e55d46,pareto,Bridge-0.2_apr_9145,1
90c4cd28f0e55d46,pareto,Bridge-0.4_apr_9145,1
90c4cd28f0e55d46,pareto,Bridge-0.2_grpo_9041,1
90c4cd28f0e55d46,gt_distance,IL-native,6
90c4cd28f0e55d46,gt_distance,GT,5
90c4cd28f0e55d46,gt_distance,mts_8751,2
90c4cd28f0e55d46,gt_distance,grpo_9041,1
90c4cd28f0e55d46,gt_distance,Bridge-0.2_grpo_9041,1
90c4cd28f0e55d46,gt_distance,mts_8692,1
90c4cd28f0e55d46,old_pc,IL-native,16
8a022198e6885aed,conditional_pc,IL-native,16
8a022198e6885aed,quality_only,IL-native,16
8a022198e6885aed,score,mts_8751,16
8a022198e6885aed,pareto,mts_8751,7
8a022198e6885aed,pareto,grpo_9041,3
8a022198e6885aed,pareto,apr_9145,2
8a022198e6885aed,pareto,Bridge-0.8_mts_8751,2
8a022198e6885aed,pareto,Bridge-0.6_mts_8751,1
8a022198e6885aed,pareto,Bridge-0.6_apr_9145,1
8a022198e6885aed,gt_distance,IL-native,16
8a022198e6885aed,old_pc,IL-native,1
f6f213b156de552d,conditional_pc,IL-native,16
f6f213b156de552d,quality_only,IL-native,16
f6f213b156de552d,score,apr_9145,10
f6f213b156de552d,score,Bridge-0.8_apr_9145,3
f6f213b156de552d,score,grpo_9041,3
f6f213b156de552d,pareto,apr_9145,10
f6f213b156de552d,pareto,Bridge-0.8_apr_9145,3
