token,original_V2_primary_unique_count,original_V2_qualified_unique_count,original_V2_zero_qualified,frozen_16_slot_PDMS,frozen_filler_count
ee05069c50295595,16,16,0,100.0,0
5e7dad82583e5536,0,0,1,89.20982275603596,15
2c772a570884587c,16,16,0,100.0,0
aee904e6c2c35a90,0,0,1,84.15743811627445,15
0264cfbeb1705e5f,0,0,1,87.98748794740615,15
279ff8e3850c54e2,0,0,1,95.49126594117139,15
7c767d74b5fb5b5e,0,0,1,82.18566041772095,15
5daaf9b25cb558f9,8,16,0,100.0,0
864f5df8a94a508e,0,0,1,93.08028569144304,15
df51d2fef8c25f56,16,16,0,100.0,0
ac5b4b33a03c57fe,16,16,0,100.0,0
99adfd4cd925504d,0,0,1,95.3824435498944,15
1cba0de871fc5bfb,16,16,0,100.0,0
f84ac4472da55b91,0,0,1,97.76902550231135,15
bcc74e9eaae05ca4,0,0,1,85.54675436765264,15
4fe8a056f88154d5,0,0,1,96.39356575364026,15
16ff52ac5d085cac,0,0,1,93.91480613742979,15
584a14a3e42050c4,0,0,1,88.01075390813247,15
4a5834900788560a,0,0,1,91.53553234919063,15
e6046882cf485f3a,0,0,1,92.30845167898654,15
873f4bc746a55d13,16,16,0,100.0,0
96886b2d240e5275,1,1,0,94.14926384015877,15
190b153cfd3b5302,1,1,0,97.63148530117132,15
e1b0455379fd5adf,16,16,0,100.0,0
a801ebe0c8a55faf,13,16,0,100.0,0
8caca31e4dc357be,0,0,1,91.68938783300666,15
a8263f179cca558d,14,16,0,100.0,0
22dddd249c8e5fe4,0,0,1,90.48088976662403,15
bcd578c19d9857ea,0,0,1,98.37065541441798,15
c4c0b5cb93d85645,0,0,1,88.6851448946352,15
0fae6a22120d5bc2,11,16,0,100.0,0
9d67b6d20a0256c3,14,16,0,100.0,0
548d6bf7b63459e7,0,0,1,96.02713099178605,15
0f44c6e6440654d0,16,16,0,100.0,0
85fb576381c15527,16,16,0,100.0,0
d79d2c9951f35626,0,0,1,94.51830867349341,15
980c4467fdf156c4,0,0,1,100.0,15
11ceee170b09535e,13,16,0,100.0,0
c550cadc4a515e6b,0,0,1,83.7099102604525,15
4fdf21ae819f5cf9,16,16,0,100.0,0
9af521b071b75ede,16,16,0,100.0,0
94fd2d5eaaff5125,0,0,1,93.17596430587052,15
3bfe55c892ef5093,0,0,1,100.0,15
76c61e8e77975178,16,16,0,100.0,0
6aa0f931a89f5d9a,16,16,0,100.0,0
7f3aa59671c45291,16,16,0,100.0,0
c17be2d2a6f65008,0,7,0,99.99892468754416,9
f6d7cbb8505f5782,16,16,0,100.0,0
59b4fffb7aef599d,0,0,1,100.0,15
5c722cde25ba50d9,16,16,0,100.0,0
248aeb1af182529b,0,0,1,94.959613988547,15
8dff3247e7415c0d,0,0,1,58.333333333333336,15
df244d376fd85a93,2,5,0,100.0,11
06f781885ea25f20,0,0,1,96.85857496245292,15
dabc9a6d5e755758,0,0,1,87.11288401595087,15
666ee535a52a5acc,14,16,0,100.0,0
afe0ef0cd35b57f7,0,0,1,89.93580002639882,15
b7d4e7ebc5c75968,0,0,1,90.3518405579719,15
bc5eb52653bc5031,0,0,1,87.54821986152007,15
6793006a7d995092,16,16,0,100.0,0
9e7acfb214dd58eb,16,16,0,100.0,0
6cda2f0cbda156bd,0,0,1,89.43025725073392,15
beea15c8657d59a2,0,0,1,88.85934264573791,15
1971c4278e675b9d,0,0,1,98.26169020056868,15
c7009bf1a2025be7,0,0,1,97.48476448912322,15
c37c94fa634f5265,0,0,1,89.87140859214942,15
caaf3bef91ac58a3,1,2,0,99.98697927322354,14
89c4479f74c05538,16,16,0,100.0,0
7f35bb1a29c1549f,16,16,0,100.0,0
b46befc3e5a756ec,1,1,0,90.97602519429742,15
f06dec0352685bd7,0,0,1,88.03656699215206,15
9956d04c0d275e7d,16,16,0,100.0,0
edb7e230c20f542a,0,0,1,89.30631928679439,15
bbe9d736a2595720,0,0,1,93.5290621771411,15
8f7d5b80e1f85c3c,0,0,1,88.34172226909668,15
3c9433a90ab05621,10,16,0,100.0,0
b37c26e5cdf853d5,16,16,0,100.0,0
6dfe97d2aff95bf6,0,0,1,99.63245477972458,15
9e66bc21c0d4507d,16,16,0,100.0,0
121fdf5f01785268,0,0,1,77.57437073545688,15
9349bacb4a225ae3,0,0,1,85.87283042315961,15
704c2533b66353b5,0,0,1,96.73353336333936,15
4ffc3aacc76d5d43,0,0,1,99.01232957907465,15
ea808fbdaf2a5375,12,16,0,100.0,0
e47dc9b07dd857a3,0,0,1,97.45156891734521,15
0d38caf0c7c650e8,0,0,1,88.47325559749008,15
3ac61ac2f2b652b7,16,16,0,100.0,0
0d9f56cc8fa15657,16,16,0,100.0,0
296345c58a77547f,0,0,1,87.54784128012044,15
94e9664fcf2d5f9e,16,16,0,100.0,0
a880ac22dd045d21,0,0,1,96.22695374264961,15
5b3770f00cb55569,0,0,1,97.60787228669446,15
36c5c837df3259f8,0,0,1,91.40355043312081,15
665c2a0c88735b1f,14,16,0,100.0,0
24d4a97bf17f5883,15,16,0,100.0,0
acb286057ba859da,16,16,0,100.0,0
4f0df6de49515352,0,0,1,96.2192393394577,15
482b5439cb6c5350,16,16,0,100.0,0
a84fec66330e5157,0,0,1,92.61343622367428,15
02ef12eeec9c5667,0,0,1,98.61086256530878,15
076f5a91273050e6,16,16,0,100.0,0
a566b5f3bd0c5522,0,0,1,95.46310504835306,15
fe1348a14b7f5fda,16,16,0,100.0,0
cf430322beb852ca,0,0,1,97.15581045714326,15
05986621844f54a2,0,0,1,0.0,15
37ab6257bb545b45,0,0,1,98.7671359288301,15
1526e5b224665c7e,0,0,1,87.45241903608459,15
66df470c3c2c5b62,16,16,0,100.0,0
ce800a53730f5ae7,0,0,1,89.15220629223207,15
7ff20da52e205bf0,0,0,1,95.38069472518285,15
9c9fd38ec0485088,0,0,1,99.20285169326719,15
ec90c27de29a594c,0,0,1,81.20150752059538,15
86c52dfec8425716,0,0,1,92.84812357212428,15
0f54c1a676a954ce,4,16,0,100.0,0
a86e7f16bd64596a,7,16,0,100.0,0
cb397fd17507594b,0,0,1,88.10811515788293,15
c84f1984d6e459d4,13,16,0,100.0,0
8b744d45e7945aa5,16,16,0,100.0,0
68f3beae8cd25dba,0,0,1,97.70288222061471,15
aff2feebf9cb5afb,14,16,0,100.0,0
6e7bf5900d7f594f,0,0,1,82.80555594026644,15
7da6b01adf435bd5,0,0,1,93.80544318179777,15
4934fe6008f8564b,0,0,1,97.86077400143189,15
c0c2ed50261f54e5,0,0,1,98.60859246583324,15
0cb726068f4d5c59,16,16,0,100.0,0
fead2572a884512c,16,16,0,100.0,0
c82e95254649534e,16,16,0,100.0,0
2581d16dc1aa557e,1,1,0,98.36288382600314,15
74356ec7c3d15e10,0,0,1,93.05387193577091,15
a77cad5e29a5585e,0,0,1,96.88316930304237,15
711cc9425e2f5aff,10,16,0,100.0,0
2314cd5f97c5596c,0,0,1,86.42682329317203,15
dc932b3cf2ba5b1b,0,0,1,84.88011391950319,15
675f0d4dff9c5318,15,16,0,100.0,0
9fe72fe991c859f0,0,0,1,99.45697214645233,15
f6a1a2760a7b57a4,0,0,1,72.21237141093351,15
6176348b971f52c5,16,16,0,100.0,0
1decf76c77be59c8,16,16,0,100.0,0
91e6cce9eb7d5765,0,0,1,91.71410646793498,15
d360abe45ec55059,0,0,1,99.96214246552837,15
45cace6f6d275159,0,0,1,99.34857700145612,15
9551d9bffa515426,16,16,0,100.0,0
6f95e882286e5388,0,0,1,97.29904997589173,15
fcc0457324f15902,16,16,0,100.0,0
aa58d1ab2faa5746,16,16,0,100.0,0
5d711f77d42054d6,0,0,1,82.96426519637463,15
fa00af6ecc8a5cb4,0,0,1,98.5070906538341,15
bf6158f005f956ae,0,0,1,88.37703028882295,15
67b08ea8fc9956b0,16,16,0,100.0,0
5cfcccdb3e3c539b,0,0,1,97.60159284097547,15
288f0194b6d45858,0,0,1,92.835961697569,15
4094b79867cd5f7b,0,0,1,96.15636394870906,15
abd994ef714a595c,16,16,0,100.0,0
4668501db7065e02,16,16,0,100.0,0
289087a782995ef0,16,16,0,100.0,0
0eea4103d56352dd,16,16,0,100.0,0
b790a763e1ee538e,0,0,1,97.1363973348219,15
6ca255559e0350a5,0,0,1,91.4689310635958,15
6848c7497a065ae0,0,0,1,96.9127489827608,15
8a5bb66e9bb65101,0,0,1,90.21357318811376,15
4fa6a8e71f4a5984,0,0,1,99.62199501975226,15
77ded26c7a9654ad,0,0,1,82.08499600654103,15
5d83ddd5ec3c5326,1,2,0,93.179935667146,14
7a03013d34b355c1,0,0,1,92.83973434914657,15
0b2061c2aced52de,0,0,1,94.00787403472806,15
945dcb42cd645cc2,0,0,1,87.72822923080344,15
66d5a6841d835e3a,0,0,1,87.44559006424896,15
1035d1c56f0f5ba9,0,0,1,96.53130941351009,15
98ad6d2817355b99,16,16,0,100.0,0
293fd2580df350a8,16,16,0,100.0,0
6864977b221059e4,0,0,1,85.78567732283197,15
161154cbf4245a3d,0,1,0,99.96846325323818,15
023664205ae95402,1,1,0,92.47644546660217,15
cd07f4279fa35240,0,0,1,90.06581129081597,15
7ae1fa9094f355c5,16,16,0,100.0,0
b7b9f31751e459f0,0,0,1,90.25756708726665,15
94cf3d2feed759ac,15,16,0,100.0,0
9f4e94fa77b555dd,16,16,0,100.0,0
5985ea459f145e5c,0,0,1,96.40107073576762,15
624789926abe5dac,16,16,0,100.0,0
adb657c849df5d9e,16,16,0,100.0,0
095f95bdbf1054d0,16,16,0,100.0,0
d117940fcb945ac1,0,0,1,97.0159186401094,15
ef023f6f394f5be8,0,0,1,87.90354481971885,15
451631b82dd757e4,16,16,0,100.0,0
b25e5caac7645be6,0,0,1,89.16426296274322,15
277898ef740c5ab1,16,16,0,100.0,0
de94e95519d85f21,0,0,1,94.5617113507329,15
cec9570f9fd3504b,0,0,1,100.0,15
654a0ce9f6305cee,16,16,0,100.0,0
672173aac8685233,0,0,1,96.43368606954448,15
74bf7898a5565ef7,0,0,1,85.83383451360852,15
4393df900c6557cb,16,16,0,100.0,0
059fb1d0f20e58d6,16,16,0,100.0,0
b76fdedd0d1d5f46,13,16,0,100.0,0
005a44fa33b55e7b,0,0,1,100.0,15
cdf23d07ec42535e,0,0,1,96.86797173872321,15
5bb0b67e360f5a85,0,0,1,92.80195483545668,15
d5b5493184c257bd,16,16,0,100.0,0
a85370bd50145fbc,16,16,0,100.0,0
6b0de122978c5d6c,0,0,1,98.04628606324641,15
9257645ceccb550b,16,16,0,100.0,0
5d03327b42d153b1,0,0,1,98.16428758007088,15
f53ce90fba735a76,0,0,1,91.56193473450422,15
89ba731076de572c,0,0,1,92.60209352413571,15
d49e1049666e5596,0,0,1,89.57072747301234,15
30e1141fbb1e5009,0,0,1,92.34695022546096,15
377ceb5650355d8b,0,0,1,86.46596588352999,15
93aa103155cd5295,12,16,0,100.0,0
1dbae60fb78c532a,0,0,1,83.4501962387354,15
50fefa46fcc855fb,16,16,0,100.0,0
baef6630583c5f87,0,0,1,97.61518717454327,15
8b0773eaa2375bbf,0,0,1,88.61742944071646,15
80e2038fd0555030,0,0,1,98.6409486694396,15
d341827e6b485782,16,16,0,100.0,0
d6f1d7ade74c5d53,16,16,0,100.0,0
0827c1c05e0e5596,1,3,0,100.0,13
e9cd4fda706e5516,16,16,0,100.0,0
bae5037e472250dc,0,0,1,87.00186282101177,15
3e7e4bd1053d5d92,0,0,1,0.0,15
bc6cd32ccb1b5427,16,16,0,100.0,0
a4c4b9cae9f356bb,0,0,1,87.26003364859463,15
1e8cca8760da5948,0,0,1,87.35042554322452,15
c7e306be08105b70,0,0,1,92.80992744318195,15
26e0f72c031b5f07,16,16,0,100.0,0
56e525076cab5f42,12,16,0,100.0,0
4ce4021236435fc2,0,0,1,88.30098861550823,15
3ae8bec3c87f599a,0,0,1,85.39391282171268,15
de9dfb594099510e,16,16,0,100.0,0
ba1ace8df74d5f7b,0,0,1,85.82223355146223,15
502320eeaec55d1f,0,0,1,99.26503077027455,15
2dd169c11ca55cf5,0,0,1,94.71881629895266,15
14bd7947aab75ae6,16,16,0,100.0,0
3acaadb297b15413,2,2,0,96.7650544737409,14
4667b479001e52d3,0,0,1,93.50027349077193,15
7f15d26426a65449,0,0,1,0.0,15
70fb14aa330a5e1a,16,16,0,100.0,0
390944a5467b51c5,14,16,0,100.0,0
de37d906807d5da4,16,16,0,100.0,0
9ed0f61a7d9551dd,0,0,1,98.08312643878405,15
772bea477f415d7e,16,16,0,100.0,0
cf05fb873d635a08,0,0,1,96.65584901082318,15
6ef435e921f9538a,16,16,0,100.0,0
e60a241cf8df5ae6,0,0,1,97.09693750730696,15
430843d30f9258ed,0,0,1,93.07611329687012,15
05f01335f6e15d86,2,2,0,99.90892852826258,14
4be639c52c2656db,16,16,0,100.0,0
3f67a285648156d8,0,0,1,88.92004327505771,15
d193c14478495b74,1,2,0,93.71330824843277,14
be62b590e24a520d,0,0,1,95.79185347032822,15
ee2a0378652e53d0,0,0,1,88.80529817562476,15
adf177418b8a5f6f,16,16,0,100.0,0
8ba72029d7d75a0c,16,16,0,100.0,0
a893fc739c0b567c,16,16,0,100.0,0
ade775b8413358d6,0,0,1,0.0,15
cf26456f21fc55cc,13,16,0,100.0,0
f5134ec4baf153c9,0,0,1,87.51252732594766,15
09961e24208b5972,16,16,0,100.0,0
7e6335968cbb5318,0,0,1,88.6174225032251,15
ac20d4e2400c58a9,0,0,1,94.94414685539856,15
f503e5d4f2815027,16,16,0,100.0,0
43df192ed9125ff3,16,16,0,100.0,0
b63a589b5dcf521d,15,16,0,100.0,0
0996ce03d2325a75,0,0,1,91.42561315631798,15
5da5fed529065c9a,0,0,1,92.87164233531843,15
4d4d070cb9095f94,14,16,0,100.0,0
14096d0f331a594a,16,16,0,100.0,0
432cf993a4685755,0,0,1,81.66280744621609,15
c668fc93191352f5,0,0,1,84.35752552154638,15
a73551f67ae95c4d,0,0,1,86.70791223839916,15
928010107cd35cdd,0,0,1,85.09512082218788,15
f4ab14a89bb7500e,0,0,1,95.84216997963195,15
dc28a01b78d45b17,0,0,1,92.4888385946531,15
3f159d73e87a5e06,0,0,1,85.54084773524453,15
bdfa1f8523c25328,0,0,1,92.33368234733234,15
12115c5ca1215fb7,0,0,1,92.87324279216992,15
c402a7eb498a5736,0,0,1,97.28035576544636,15
c94d20755cae51cf,0,0,1,86.0426256840891,15
c44b12de78555426,0,0,1,92.86131890694078,15
50e0c2fe698655a9,0,0,1,98.94162723577968,15
e91a2d26f30e5b34,6,15,0,100.0,1
c8b4c92530f15b8e,0,0,1,93.91147644773991,15
3d2dded3370e5d2f,0,0,1,92.19851860041764,15
1361ba1955125852,0,0,1,85.95712787030335,15
b78f23cd3a155154,1,1,0,98.01882918543878,15
25652aabb1615c8d,0,0,1,99.28998028238732,15
3623f8728153513d,0,0,1,90.84518153785375,15
9288a151789f507b,0,0,1,97.41260310616313,15
e671280656f55009,0,0,1,91.40981886599018,15
48cf36e2f3e15071,0,0,1,99.44906468455432,15
4acdad2d68815972,0,0,1,97.72805088289917,15
b35fe1e3a6d857e7,11,16,0,100.0,0
095eafbb5c8f5b02,0,0,1,93.26897213646721,15
6f3254ac0fb25c0e,0,0,1,97.29281625608922,15
846947c0d14c5705,1,2,0,99.95934339735084,14
da088bb9d4fb5d0e,0,0,1,93.03757313756098,15
2d6b6f9cbf895767,0,0,1,95.47695464242018,15
2b6a3141bbd95909,16,16,0,100.0,0
c565fc593f9e5fad,16,16,0,100.0,0
2b62f0fd336e5ce1,0,0,1,87.2200068887263,15
4521af05098b5726,0,0,1,94.99998642455665,15
4cf79f853daa5e18,11,16,0,99.99629518708291,0
91c9748ec36d552e,0,0,1,90.85112973791458,15
b74282046c9b5e26,0,0,1,88.84219468077256,15
9b2f62944222523c,16,16,0,100.0,0
b4e37918a3075f27,0,0,1,94.37900357002282,15
172b3176b06c5658,0,0,1,98.613231367885,15
29c1d95389d45573,0,1,0,92.03183638792834,15
03925cda82c35516,0,0,1,89.31570681760473,15
8f24138692dc51a0,0,0,1,87.27288705438745,15
e4bc6fc5aeb15a9b,0,0,1,95.72545096518962,15
58e62444275353ac,0,0,1,92.62272097522886,15
b4929fe228725c94,0,0,1,92.71197996687064,15
9703fd67a8ba55e3,0,0,1,93.54975952298818,15
21ef5641389c54b2,15,16,0,100.0,0
1672f5b30038519f,0,0,1,98.49760235919834,15
50865b0784fc566d,0,0,1,98.24095641847946,15
a4cf3a412034565a,0,0,1,99.6823585492696,15
1295232b65bf5f8d,0,0,1,81.8821931731825,15
7ecb22e3bba55b12,0,0,1,89.09866909057676,15
6b7469c8e2195492,0,1,0,94.69297109805083,15
5ed66db305a55f73,0,0,1,85.7917887772879,15
0b8065082f3a5b3b,16,16,0,100.0,0
40d00a52b5345430,16,16,0,100.0,0
2c274b54e82b55e7,0,0,1,83.27127257090716,15
2f7f18f806515128,2,2,0,97.37293031267082,14
daaed109e7eb5f66,0,0,1,98.02869989736442,15
de9806cb0a2c53a3,0,0,1,90.75212719085717,15
cd3f3ec4f0dc515f,0,0,1,98.164215917263,15
481b84c931245f5d,0,0,1,96.51585559944331,15
6aeb37c47f385f06,0,0,1,99.81079881995811,15
165b4475bd6b5188,0,0,1,83.99861508928421,15
c5a1a4e21a4952b7,1,1,0,100.0,15
aac897560e0f5dab,0,0,1,95.19971758138436,15
1e66e2bddb1d5b49,0,0,1,99.5335675951019,15
dfdc23aed4e95e49,16,16,0,100.0,0
49a1e581f3a35a49,16,16,0,100.0,0
9263d47ef82d5a88,0,0,1,91.4652396191087,15
c216554d4bd6519f,0,0,1,87.14615676941403,15
0354be0727e25157,2,2,0,99.95727398255613,14
26dfdbfcecfe50bd,0,0,1,97.21145522274581,15
cc3160abbcbb543a,0,0,1,94.82196543226864,15
fc696e1d378654d4,0,0,1,85.24285945385301,15
3fa2f81cff025162,0,0,1,98.35775414026506,15
1d0a4f1f6cbd5e38,14,16,0,100.0,0
eff59f39f085525f,0,0,1,92.77811850885034,15
984be293f9195416,16,16,0,100.0,0
b235c02d47915476,0,0,1,92.96463240551466,15
3ac7810599d457a1,16,16,0,100.0,0
682378d23c335e89,0,0,1,91.30611260003822,15
73b4b5fcc5e55858,11,16,0,100.0,0
6f31d072740b5885,0,2,0,99.99356471462026,14
305b1bf4e7f45522,0,0,1,91.69520563018672,15
42d309d92a3a59c0,0,0,1,94.72127610128038,15
af16ba268df55dca,0,0,1,96.92950519898469,15
2ae8ac90c0ae5c8d,0,0,1,94.38723698852928,15
b512bc2c568d5b7a,16,16,0,100.0,0
7405ff66092d51da,14,16,0,100.0,0
23724912b8f153f0,16,16,0,100.0,0
6522fd9a31d25eb2,0,0,1,82.89272952119362,15
c6fcfafbbe7a59f8,0,0,1,89.04243236375235,15
5dbd0aba5f315388,9,16,0,100.0,0
958b596dd699594a,16,16,0,100.0,0
350714230cb55761,15,16,0,100.0,0
775b0dd554395fa3,0,0,1,0.0,15
635be215dc9d58c3,0,0,1,93.63118051031249,15
1499e758c6855a74,0,0,1,92.78956056184961,15
e9b0d4743b3f5256,16,16,0,100.0,0
3ff6652d6dec55da,0,0,1,85.6214155938925,15
3c30c0c940045ac2,0,0,1,84.15148467560685,15
b9e0dc94c7725924,0,0,1,98.76783802148937,15
0506b1697fb05337,16,16,0,100.0,0
7cfa2141cf77549d,0,0,1,58.333333333333336,15
089107cd2d6354e0,16,16,0,100.0,0
b03c039a00bd5792,10,16,0,100.0,0
064bbfac76a95dae,15,16,0,100.0,0
ad8019f55bc554de,16,16,0,100.0,0
073c4d0738b45047,0,0,1,90.27143367316485,15
b29e1677139a5f6b,0,0,1,93.06911589108854,15
c615107923dc5602,16,16,0,100.0,0
ffb15604a2a25cb8,16,16,0,100.0,0
4124b6e12f8b5f0d,0,0,1,89.93531581378787,15
a3298b678d225d61,0,0,1,91.05658509786755,15
e20b77b0ed075fb6,0,0,1,87.82109033332009,15
71452581394b54da,2,2,0,99.74829724917498,14
54399d56e69f5a2c,0,0,1,93.43744930131433,15
2bdd7e6fdc0e5977,16,16,0,100.0,0
2f875dc108ed572f,16,16,0,100.0,0
91513086606a567e,16,16,0,100.0,0
80dfd05ab759518f,0,0,1,95.68394790250439,15
d5e7dc43eb5c57cd,16,16,0,100.0,0
13014abb5b115ee2,0,0,1,91.84492364312295,15
9430278b77c05446,0,0,1,96.93684091331784,15
97e38fdccf915283,16,16,0,100.0,0
8787fbb12fed5433,0,0,1,99.47076315241696,15
a460f60f07f05098,16,16,0,100.0,0
570334268a395022,16,16,0,100.0,0
16a705e621675626,1,1,0,96.91897569450738,15
377030639621540e,0,0,1,91.716945836496,15
2e94974489245ae6,16,16,0,100.0,0
dc2a30b4130f5ab4,16,16,0,100.0,0
11f415ea61f95bbb,6,16,0,100.0,0
7fd57c3a03465a0a,0,0,1,94.4288339382433,15
bfabfb64124e5563,16,16,0,100.0,0
0dff173b10b75b6a,16,16,0,100.0,0
efd13cf71f83504e,12,16,0,100.0,0
86a8eb25b4045aba,0,0,1,95.8033942983725,15
04f77fbd6bf3505a,1,1,0,99.82323615486467,15
69cd8ef1721f550d,16,16,0,100.0,0
738c5da7a06d554c,0,0,1,90.80002997351568,15
a57d242401f951f5,0,0,1,61.49219373379849,15
d57a735214e65851,16,16,0,100.0,0
9bbb66957b9d5e1c,16,16,0,100.0,0
ccb7a68f3e0a57fc,0,0,1,90.86127067023251,15
05c91985246d58a6,0,0,1,96.0786680934954,15
2d1c26e4b5895e96,2,2,0,96.31720699952314,14
1f71cdf4e4c65299,0,0,1,83.89219145565043,15
1b7a2afa56df5d20,0,0,1,98.50793157380333,15
1f37959067985e67,0,0,1,90.52120530474839,15
f07db0b393fd522e,9,16,0,100.0,0
fa4cc4b0188c5b79,0,0,1,93.24481775487935,15
eb2ede89ad9b5a6e,0,0,1,95.48793220365852,15
bc4345e13302535e,0,0,1,86.47699433904963,15
66568e650e4d57e7,0,0,1,86.04274498946019,15
74ae55238ee5525d,2,2,0,91.63653667316322,14
a124b877d2b35519,13,16,0,100.0,0
1c6a5ee8a5785b0e,16,16,0,100.0,0
ed47cee1c67e5d43,0,0,1,98.43484414179031,15
838c6ba50bd25cd5,0,0,1,95.39043119515908,15
089b0ec6d7d35c09,11,16,0,100.0,0
9dedf462b1c0528f,0,0,1,97.40152053481617,15
61987c90d8635129,1,2,0,100.0,14
bbbae26a26605b08,0,0,1,93.4328019864494,15
8142f060944c56fd,16,16,0,100.0,0
2c76b8e2d1d85701,0,0,1,78.19879041587458,15
8a0b4dd476055911,0,0,1,46.852213074394086,15
b8adc82de5ae50e2,0,0,1,92.46799985576585,15
025b2d4de25c5036,0,0,1,87.1400046664301,15
9a7fc4d0041650fc,16,16,0,100.0,0
ad1af1160bd05ef7,10,14,0,100.0,2
d4185f4edc7e54e5,16,16,0,100.0,0
1b1311d50d47553f,0,0,1,91.66724106919459,15
573ac67fb17a5a71,4,4,0,100.0,12
da8c9449da6854ed,0,0,1,96.17122614846035,15
7f2409d7f6705308,0,0,1,94.97403712630863,15
94ae5d67804c539d,0,0,1,91.46056519203837,15
4f9a94c1302e56d8,0,0,1,89.73585524614617,15
ed54b128881a5278,0,0,1,92.45405332895102,15
21c8e0c8fe5f5495,0,0,1,85.95006028234346,15
24ab9ae0499950e9,0,0,1,87.19904479465221,15
0d24b5cc9f005fe0,0,0,1,98.98887806420097,15
c3cb403773505798,0,0,1,98.14695894531744,15
b696a6cffd3a5700,0,0,1,100.0,15
0a02ef840f2d5d8e,0,0,1,95.43979554679538,15
ee0d56667d9755c2,0,0,1,93.97324850233049,15
575564a1b87c5502,12,16,0,100.0,0
7e5d78b37ed653b1,0,0,1,92.29550938458898,15
b003c9652cb05ffd,16,16,0,100.0,0
a9e5ed5e52b555bb,8,8,0,99.99903826746812,8
a2c048ba29a85ad0,0,0,1,93.40033480070618,15
90cee81074335c3c,0,0,1,95.88472082456,15
f40040c002375188,0,0,1,97.3982559971915,15
7ff1d8c18a215751,0,0,1,86.31613361876099,15
2eaf758421aa5190,0,0,1,95.98915344132597,15
4bfb866afaf35777,16,16,0,100.0,0
