token,boundary,boundary_feasible,boundary_feasible_quality,boundary_feasible_front,boundary_feasible_front_quality,primary,core_all_quality
ac5b4b33a03c57fe,22,22,22,22,22,22,13
99adfd4cd925504d,41,31,31,0,0,0,0
1cba0de871fc5bfb,16,16,16,16,16,16,18
f84ac4472da55b91,17,17,17,0,0,0,0
bcc74e9eaae05ca4,17,17,17,0,0,0,0
4fe8a056f88154d5,14,14,14,0,0,0,0
16ff52ac5d085cac,11,11,11,0,0,0,0
584a14a3e42050c4,28,28,21,0,0,0,0
4a5834900788560a,16,16,16,0,0,0,0
e6046882cf485f3a,13,13,13,0,0,0,0
873f4bc746a55d13,26,22,22,22,22,22,11
96886b2d240e5275,59,59,59,1,1,1,0
190b153cfd3b5302,34,34,33,1,1,1,0
e1b0455379fd5adf,18,18,18,18,18,18,21
a801ebe0c8a55faf,13,13,13,13,13,13,17
8caca31e4dc357be,19,19,19,0,0,0,0
a8263f179cca558d,14,14,14,14,14,14,22
22dddd249c8e5fe4,10,10,9,0,0,0,0
bcd578c19d9857ea,16,16,14,0,0,0,0
c4c0b5cb93d85645,20,20,19,0,0,0,0
0fae6a22120d5bc2,11,11,11,11,11,11,20
9d67b6d20a0256c3,18,14,14,14,14,14,13
548d6bf7b63459e7,15,15,15,0,0,0,0
0f44c6e6440654d0,25,25,25,25,25,25,15
85fb576381c15527,17,17,17,17,17,17,15
d79d2c9951f35626,16,16,16,0,0,0,0
980c4467fdf156c4,16,0,0,0,0,0,0
11ceee170b09535e,13,13,13,13,13,13,17
c550cadc4a515e6b,16,16,16,0,0,0,0
4fdf21ae819f5cf9,32,32,32,32,32,32,20
9af521b071b75ede,17,17,17,17,17,17,15
94fd2d5eaaff5125,12,12,12,0,0,0,0
3bfe55c892ef5093,25,0,0,0,0,0,0
76c61e8e77975178,18,18,18,18,18,18,13
6aa0f931a89f5d9a,18,18,18,18,18,18,14
7f3aa59671c45291,36,36,36,36,36,36,8
c17be2d2a6f65008,7,2,2,0,0,0,7
f6d7cbb8505f5782,20,20,20,20,20,20,17
59b4fffb7aef599d,34,0,0,0,0,0,0
5c722cde25ba50d9,20,20,20,20,20,20,14
248aeb1af182529b,15,15,15,0,0,0,0
8dff3247e7415c0d,16,0,0,0,0,0,0
df244d376fd85a93,10,10,10,2,2,2,3
06f781885ea25f20,20,20,20,0,0,0,0
dabc9a6d5e755758,42,42,42,0,0,0,0
666ee535a52a5acc,14,14,14,14,14,14,21
afe0ef0cd35b57f7,17,17,17,0,0,0,0
b7d4e7ebc5c75968,16,16,16,0,0,0,0
bc5eb52653bc5031,12,12,12,0,0,0,0
6793006a7d995092,16,16,16,16,16,16,17
9e7acfb214dd58eb,19,19,19,19,19,19,12
6cda2f0cbda156bd,19,19,13,0,0,0,0
beea15c8657d59a2,19,19,19,0,0,0,0
1971c4278e675b9d,12,12,12,0,0,0,0
c7009bf1a2025be7,18,18,18,0,0,0,0
c37c94fa634f5265,21,21,21,0,0,0,0
caaf3bef91ac58a3,15,15,15,1,1,1,1
89c4479f74c05538,35,35,35,35,35,35,19
7f35bb1a29c1549f,20,19,19,19,19,19,11
b46befc3e5a756ec,18,18,18,1,1,1,0
f06dec0352685bd7,10,10,10,0,0,0,0
9956d04c0d275e7d,25,25,25,25,25,25,16
edb7e230c20f542a,21,21,21,0,0,0,0
bbe9d736a2595720,20,20,16,0,0,0,0
8f7d5b80e1f85c3c,17,17,17,0,0,0,0
3c9433a90ab05621,10,10,10,10,10,10,19
b37c26e5cdf853d5,22,22,22,22,22,22,12
6dfe97d2aff95bf6,15,15,15,0,0,0,0
9e66bc21c0d4507d,18,18,18,18,18,18,11
121fdf5f01785268,21,21,19,0,0,0,0
9349bacb4a225ae3,24,24,24,0,0,0,0
704c2533b66353b5,12,12,12,0,0,0,0
4ffc3aacc76d5d43,15,15,14,0,0,0,0
ea808fbdaf2a5375,12,12,12,12,12,12,19
e47dc9b07dd857a3,16,2,2,0,0,0,0
0d38caf0c7c650e8,19,19,19,0,0,0,0
3ac61ac2f2b652b7,23,23,22,21,21,21,17
0d9f56cc8fa15657,16,16,16,16,16,16,15
296345c58a77547f,16,16,16,0,0,0,0
94e9664fcf2d5f9e,35,35,35,35,35,35,13
a880ac22dd045d21,24,24,24,0,0,0,0
5b3770f00cb55569,19,19,18,0,0,0,0
36c5c837df3259f8,13,13,13,0,0,0,0
665c2a0c88735b1f,14,14,14,14,14,14,16
24d4a97bf17f5883,15,15,15,15,15,15,17
acb286057ba859da,24,24,24,24,24,24,8
4f0df6de49515352,21,21,21,0,0,0,0
482b5439cb6c5350,32,32,32,32,32,32,17
a84fec66330e5157,17,17,17,0,0,0,0
02ef12eeec9c5667,12,12,12,0,0,0,0
076f5a91273050e6,32,32,32,32,32,32,23
a566b5f3bd0c5522,14,14,14,0,0,0,0
fe1348a14b7f5fda,27,27,27,27,27,27,14
cf430322beb852ca,27,27,27,0,0,0,0
05986621844f54a2,15,0,0,0,0,0,0
37ab6257bb545b45,31,25,25,0,0,0,0
1526e5b224665c7e,12,12,12,0,0,0,0
66df470c3c2c5b62,20,20,20,20,20,20,26
ce800a53730f5ae7,21,21,21,0,0,0,0
7ff20da52e205bf0,34,34,22,0,0,0,0
9c9fd38ec0485088,20,20,20,0,0,0,0
ec90c27de29a594c,17,17,17,0,0,0,0
86c52dfec8425716,20,20,18,0,0,0,0
0f54c1a676a954ce,14,6,6,6,6,4,16
a86e7f16bd64596a,14,8,8,8,8,7,8
cb397fd17507594b,13,13,13,0,0,0,0
c84f1984d6e459d4,13,13,13,13,13,13,18
8b744d45e7945aa5,18,18,18,18,18,18,13
68f3beae8cd25dba,25,25,25,0,0,0,0
aff2feebf9cb5afb,14,14,14,14,14,14,17
6e7bf5900d7f594f,15,15,15,0,0,0,0
7da6b01adf435bd5,19,19,19,0,0,0,0
4934fe6008f8564b,15,15,15,0,0,0,0
c0c2ed50261f54e5,18,18,18,0,0,0,0
0cb726068f4d5c59,17,17,17,17,17,17,16
fead2572a884512c,27,27,27,26,26,26,12
c82e95254649534e,16,16,16,16,16,16,17
2581d16dc1aa557e,14,13,13,1,1,1,0
74356ec7c3d15e10,24,24,24,0,0,0,0
a77cad5e29a5585e,33,33,33,0,0,0,0
711cc9425e2f5aff,10,10,10,10,10,10,20
2314cd5f97c5596c,25,25,25,0,0,0,0
dc932b3cf2ba5b1b,27,27,26,0,0,0,0
675f0d4dff9c5318,15,15,15,15,15,15,15
9fe72fe991c859f0,45,45,45,0,0,0,0
f6a1a2760a7b57a4,13,1,1,0,0,0,0
6176348b971f52c5,17,17,17,17,17,17,15
1decf76c77be59c8,29,28,28,28,28,27,16
91e6cce9eb7d5765,18,18,18,0,0,0,0
d360abe45ec55059,19,19,19,0,0,0,0
45cace6f6d275159,15,15,15,0,0,0,0
9551d9bffa515426,24,24,24,24,24,24,18
6f95e882286e5388,15,15,15,0,0,0,0
fcc0457324f15902,17,17,17,17,17,17,18
aa58d1ab2faa5746,30,30,30,30,30,30,18
5d711f77d42054d6,18,18,18,0,0,0,0
fa00af6ecc8a5cb4,27,27,27,0,0,0,0
bf6158f005f956ae,14,14,14,0,0,0,0
67b08ea8fc9956b0,29,29,29,29,29,29,14
5cfcccdb3e3c539b,18,18,17,0,0,0,0
288f0194b6d45858,28,28,28,0,0,0,0
4094b79867cd5f7b,11,11,11,0,0,0,0
abd994ef714a595c,22,22,22,22,22,22,8
4668501db7065e02,18,18,18,18,18,18,17
289087a782995ef0,25,25,25,25,25,25,17
0eea4103d56352dd,54,54,54,54,54,54,24
b790a763e1ee538e,15,14,14,0,0,0,0
6ca255559e0350a5,14,14,14,0,0,0,0
6848c7497a065ae0,17,17,15,0,0,0,0
8a5bb66e9bb65101,8,8,7,0,0,0,0
4fa6a8e71f4a5984,21,21,21,0,0,0,0
77ded26c7a9654ad,12,12,12,0,0,0,0
5d83ddd5ec3c5326,17,17,16,1,1,1,1
7a03013d34b355c1,22,22,22,0,0,0,0
0b2061c2aced52de,11,11,11,0,0,0,0
945dcb42cd645cc2,45,45,44,0,0,0,0
66d5a6841d835e3a,34,34,34,0,0,0,0
1035d1c56f0f5ba9,21,21,21,0,0,0,0
98ad6d2817355b99,18,18,18,18,18,18,19
293fd2580df350a8,20,20,20,20,20,20,10
6864977b221059e4,7,7,6,0,0,0,0
161154cbf4245a3d,15,15,15,0,0,0,1
023664205ae95402,52,52,52,1,1,1,0
cd07f4279fa35240,22,22,20,0,0,0,0
7ae1fa9094f355c5,16,16,16,16,16,16,15
b7b9f31751e459f0,8,8,8,0,0,0,0
94cf3d2feed759ac,15,15,15,15,15,15,17
9f4e94fa77b555dd,26,26,26,26,26,26,15
5985ea459f145e5c,35,35,35,0,0,0,0
624789926abe5dac,40,40,40,40,40,40,28
adb657c849df5d9e,17,17,17,17,17,17,13
095f95bdbf1054d0,18,18,18,18,18,18,12
d117940fcb945ac1,15,15,15,0,0,0,0
ef023f6f394f5be8,16,14,14,0,0,0,0
451631b82dd757e4,19,19,19,19,19,19,15
b25e5caac7645be6,17,17,17,0,0,0,0
277898ef740c5ab1,29,29,29,29,29,29,19
de94e95519d85f21,15,15,13,0,0,0,0
cec9570f9fd3504b,23,0,0,0,0,0,0
654a0ce9f6305cee,19,19,19,19,19,19,12
672173aac8685233,18,0,0,0,0,0,0
74bf7898a5565ef7,12,12,12,0,0,0,0
4393df900c6557cb,22,22,22,22,22,22,18
059fb1d0f20e58d6,18,18,18,18,18,18,11
b76fdedd0d1d5f46,13,13,13,13,13,13,17
005a44fa33b55e7b,23,0,0,0,0,0,0
cdf23d07ec42535e,47,47,47,0,0,0,0
5bb0b67e360f5a85,18,4,4,0,0,0,0
d5b5493184c257bd,24,24,24,24,24,24,25
a85370bd50145fbc,61,61,60,55,55,55,26
6b0de122978c5d6c,49,49,49,0,0,0,0
9257645ceccb550b,21,21,21,21,21,21,15
5d03327b42d153b1,15,15,15,0,0,0,0
f53ce90fba735a76,18,18,18,0,0,0,0
89ba731076de572c,14,14,13,0,0,0,0
d49e1049666e5596,22,22,22,0,0,0,0
30e1141fbb1e5009,19,19,19,0,0,0,0
377ceb5650355d8b,17,17,17,0,0,0,0
93aa103155cd5295,12,12,12,12,12,12,19
1dbae60fb78c532a,9,7,7,0,0,0,0
50fefa46fcc855fb,19,19,19,19,19,19,16
baef6630583c5f87,35,35,35,0,0,0,0
8b0773eaa2375bbf,17,17,17,0,0,0,0
80e2038fd0555030,13,13,13,0,0,0,0
d341827e6b485782,24,24,24,24,24,24,16
d6f1d7ade74c5d53,17,17,17,17,17,17,14
0827c1c05e0e5596,17,2,2,2,2,1,1
e9cd4fda706e5516,24,24,24,24,24,24,18
bae5037e472250dc,11,11,11,0,0,0,0
3e7e4bd1053d5d92,9,0,0,0,0,0,0
bc6cd32ccb1b5427,26,19,19,19,19,17,14
a4c4b9cae9f356bb,10,10,10,0,0,0,0
1e8cca8760da5948,21,21,21,0,0,0,0
c7e306be08105b70,30,30,27,0,0,0,0
26e0f72c031b5f07,16,16,16,16,16,16,13
56e525076cab5f42,12,12,12,12,12,12,17
4ce4021236435fc2,17,17,17,0,0,0,0
3ae8bec3c87f599a,27,27,27,0,0,0,0
de9dfb594099510e,28,28,25,23,23,23,11
ba1ace8df74d5f7b,25,0,0,0,0,0,0
502320eeaec55d1f,10,10,10,0,0,0,0
2dd169c11ca55cf5,17,17,17,0,0,0,0
14bd7947aab75ae6,17,16,16,16,16,16,17
3acaadb297b15413,23,18,18,2,2,2,0
4667b479001e52d3,24,24,24,0,0,0,0
7f15d26426a65449,12,0,0,0,0,0,0
70fb14aa330a5e1a,30,30,30,30,30,30,23
390944a5467b51c5,14,14,14,14,14,14,22
de37d906807d5da4,18,18,18,18,18,18,12
9ed0f61a7d9551dd,19,19,19,0,0,0,0
772bea477f415d7e,27,27,27,27,27,27,13
cf05fb873d635a08,14,14,11,0,0,0,0
6ef435e921f9538a,18,18,18,18,18,18,16
e60a241cf8df5ae6,19,19,19,0,0,0,0
430843d30f9258ed,24,24,24,0,0,0,0
05f01335f6e15d86,30,30,30,2,2,2,0
4be639c52c2656db,17,17,17,17,17,17,13
3f67a285648156d8,19,19,19,0,0,0,0
d193c14478495b74,13,13,13,1,1,1,1
be62b590e24a520d,20,20,20,0,0,0,0
ee2a0378652e53d0,25,25,24,0,0,0,0
adf177418b8a5f6f,21,21,21,21,21,21,9
8ba72029d7d75a0c,29,29,29,29,29,29,21
a893fc739c0b567c,54,54,54,54,54,54,16
ade775b8413358d6,18,0,0,0,0,0,0
cf26456f21fc55cc,13,13,13,13,13,13,17
f5134ec4baf153c9,44,44,44,0,0,0,0
09961e24208b5972,19,19,19,19,19,19,14
7e6335968cbb5318,18,18,18,0,0,0,0
ac20d4e2400c58a9,18,18,18,0,0,0,0
f503e5d4f2815027,57,57,57,54,54,54,28
43df192ed9125ff3,19,19,19,19,19,19,9
b63a589b5dcf521d,15,15,15,15,15,15,19
0996ce03d2325a75,21,21,21,0,0,0,0
5da5fed529065c9a,12,12,12,0,0,0,0
4d4d070cb9095f94,14,14,14,14,14,14,17
14096d0f331a594a,20,20,20,20,20,20,13
432cf993a4685755,10,10,10,0,0,0,0
c668fc93191352f5,13,13,13,0,0,0,0
a73551f67ae95c4d,36,36,36,0,0,0,0
928010107cd35cdd,15,15,15,0,0,0,0
f4ab14a89bb7500e,18,18,18,0,0,0,0
dc28a01b78d45b17,20,20,20,0,0,0,0
3f159d73e87a5e06,28,0,0,0,0,0,0
bdfa1f8523c25328,22,22,20,0,0,0,0
12115c5ca1215fb7,16,16,16,0,0,0,0
c402a7eb498a5736,32,32,32,0,0,0,0
c94d20755cae51cf,19,0,0,0,0,0,0
c44b12de78555426,14,14,12,0,0,0,0
50e0c2fe698655a9,18,18,17,0,0,0,0
e91a2d26f30e5b34,13,6,6,6,6,6,9
c8b4c92530f15b8e,19,19,19,0,0,0,0
3d2dded3370e5d2f,17,13,13,0,0,0,0
1361ba1955125852,21,21,21,0,0,0,0
b78f23cd3a155154,18,18,17,1,1,1,0
25652aabb1615c8d,21,21,20,0,0,0,0
3623f8728153513d,34,34,34,0,0,0,0
9288a151789f507b,17,17,17,0,0,0,0
e671280656f55009,25,25,25,0,0,0,0
48cf36e2f3e15071,11,11,10,0,0,0,0
4acdad2d68815972,16,16,16,0,0,0,0
b35fe1e3a6d857e7,18,11,11,11,11,11,13
095eafbb5c8f5b02,16,16,16,0,0,0,0
6f3254ac0fb25c0e,27,27,26,0,0,0,0
846947c0d14c5705,9,8,6,1,1,1,1
da088bb9d4fb5d0e,17,0,0,0,0,0,0
2d6b6f9cbf895767,17,17,16,0,0,0,0
2b6a3141bbd95909,17,17,17,17,17,17,13
c565fc593f9e5fad,18,18,18,18,18,18,11
2b62f0fd336e5ce1,42,42,41,0,0,0,0
4521af05098b5726,17,17,17,0,0,0,0
4cf79f853daa5e18,14,14,14,11,11,11,15
91c9748ec36d552e,15,15,15,0,0,0,0
b74282046c9b5e26,39,39,39,0,0,0,0
9b2f62944222523c,32,32,31,30,30,30,12
b4e37918a3075f27,17,17,17,0,0,0,0
172b3176b06c5658,15,15,15,0,0,0,0
29c1d95389d45573,19,19,18,0,0,0,1
03925cda82c35516,20,20,20,0,0,0,0
8f24138692dc51a0,13,13,12,0,0,0,0
e4bc6fc5aeb15a9b,13,13,13,0,0,0,0
58e62444275353ac,42,42,39,0,0,0,0
b4929fe228725c94,29,29,29,0,0,0,0
9703fd67a8ba55e3,19,19,18,0,0,0,0
21ef5641389c54b2,15,15,15,15,15,15,16
1672f5b30038519f,15,15,15,0,0,0,0
50865b0784fc566d,17,17,16,0,0,0,0
a4cf3a412034565a,18,18,18,0,0,0,0
1295232b65bf5f8d,21,21,21,0,0,0,0
7ecb22e3bba55b12,10,10,10,0,0,0,0
6b7469c8e2195492,16,16,14,0,0,0,1
5ed66db305a55f73,19,19,18,0,0,0,0
0b8065082f3a5b3b,34,34,34,34,34,34,20
40d00a52b5345430,27,27,27,27,27,27,13
2c274b54e82b55e7,24,24,24,0,0,0,0
2f7f18f806515128,38,38,38,2,2,2,0
daaed109e7eb5f66,12,12,12,0,0,0,0
de9806cb0a2c53a3,26,26,26,0,0,0,0
cd3f3ec4f0dc515f,9,9,9,0,0,0,0
481b84c931245f5d,17,17,17,0,0,0,0
6aeb37c47f385f06,34,34,34,0,0,0,0
165b4475bd6b5188,18,18,17,0,0,0,0
c5a1a4e21a4952b7,11,11,8,1,1,1,0
aac897560e0f5dab,23,23,23,0,0,0,0
1e66e2bddb1d5b49,19,19,17,0,0,0,0
dfdc23aed4e95e49,33,33,33,33,33,33,15
49a1e581f3a35a49,19,19,19,19,19,19,12
9263d47ef82d5a88,10,10,10,0,0,0,0
c216554d4bd6519f,17,17,17,0,0,0,0
0354be0727e25157,14,14,14,2,2,2,0
26dfdbfcecfe50bd,15,15,15,0,0,0,0
cc3160abbcbb543a,15,15,15,0,0,0,0
fc696e1d378654d4,10,10,10,0,0,0,0
3fa2f81cff025162,16,16,16,0,0,0,0
1d0a4f1f6cbd5e38,14,14,14,14,14,14,16
eff59f39f085525f,16,16,16,0,0,0,0
984be293f9195416,22,22,22,22,22,22,11
b235c02d47915476,12,10,10,0,0,0,0
3ac7810599d457a1,30,30,30,30,30,30,14
682378d23c335e89,12,12,12,0,0,0,0
73b4b5fcc5e55858,11,11,11,11,11,11,18
6f31d072740b5885,16,16,14,0,0,0,2
305b1bf4e7f45522,16,16,16,0,0,0,0
42d309d92a3a59c0,30,17,15,0,0,0,0
af16ba268df55dca,17,17,17,0,0,0,0
2ae8ac90c0ae5c8d,25,25,25,0,0,0,0
b512bc2c568d5b7a,23,23,23,23,23,23,15
7405ff66092d51da,14,14,14,14,14,14,19
23724912b8f153f0,16,16,16,16,16,16,15
6522fd9a31d25eb2,27,27,27,0,0,0,0
c6fcfafbbe7a59f8,18,18,18,0,0,0,0
5dbd0aba5f315388,9,9,9,9,9,9,22
958b596dd699594a,17,17,17,17,17,17,16
350714230cb55761,15,15,15,15,15,15,20
775b0dd554395fa3,12,0,0,0,0,0,0
635be215dc9d58c3,14,14,14,0,0,0,0
1499e758c6855a74,13,13,13,0,0,0,0
e9b0d4743b3f5256,16,16,16,16,16,16,16
3ff6652d6dec55da,23,23,22,0,0,0,0
3c30c0c940045ac2,25,25,25,0,0,0,0
b9e0dc94c7725924,22,22,22,0,0,0,0
0506b1697fb05337,24,22,22,22,22,22,11
7cfa2141cf77549d,13,0,0,0,0,0,0
089107cd2d6354e0,16,16,16,16,16,16,15
b03c039a00bd5792,10,10,10,10,10,10,19
064bbfac76a95dae,15,15,15,15,15,15,10
ad8019f55bc554de,18,18,18,18,18,18,14
073c4d0738b45047,20,20,20,0,0,0,0
b29e1677139a5f6b,13,13,13,0,0,0,0
c615107923dc5602,36,36,36,36,36,36,16
ffb15604a2a25cb8,18,18,18,18,18,18,15
4124b6e12f8b5f0d,20,20,20,0,0,0,0
a3298b678d225d61,23,15,15,0,0,0,0
e20b77b0ed075fb6,26,0,0,0,0,0,0
71452581394b54da,13,13,12,2,2,2,0
54399d56e69f5a2c,44,44,44,0,0,0,0
2bdd7e6fdc0e5977,36,36,36,36,36,36,16
2f875dc108ed572f,20,20,20,20,20,20,14
91513086606a567e,33,33,33,33,33,33,18
80dfd05ab759518f,23,23,23,0,0,0,0
d5e7dc43eb5c57cd,17,17,17,17,17,17,18
13014abb5b115ee2,10,10,10,0,0,0,0
9430278b77c05446,16,16,16,0,0,0,0
97e38fdccf915283,19,19,19,19,19,19,15
8787fbb12fed5433,20,20,20,0,0,0,0
a460f60f07f05098,19,19,19,19,19,19,13
570334268a395022,23,23,23,23,23,23,27
16a705e621675626,19,19,19,1,1,1,0
377030639621540e,17,17,16,0,0,0,0
2e94974489245ae6,24,24,24,24,24,24,11
dc2a30b4130f5ab4,19,19,19,19,19,19,12
11f415ea61f95bbb,14,7,7,7,7,6,12
7fd57c3a03465a0a,18,18,18,0,0,0,0
bfabfb64124e5563,18,18,18,18,18,18,19
0dff173b10b75b6a,18,18,18,18,18,18,14
efd13cf71f83504e,12,12,12,12,12,12,18
86a8eb25b4045aba,14,14,14,0,0,0,0
04f77fbd6bf3505a,16,16,16,1,1,1,0
69cd8ef1721f550d,33,33,33,33,33,33,16
738c5da7a06d554c,13,13,13,0,0,0,0
a57d242401f951f5,18,3,3,0,0,0,0
d57a735214e65851,29,29,29,29,29,29,16
9bbb66957b9d5e1c,18,18,18,18,18,18,13
ccb7a68f3e0a57fc,32,32,32,0,0,0,0
05c91985246d58a6,25,25,25,0,0,0,0
2d1c26e4b5895e96,13,13,13,2,2,2,0
1f71cdf4e4c65299,14,14,14,0,0,0,0
1b7a2afa56df5d20,21,21,21,0,0,0,0
1f37959067985e67,15,15,15,0,0,0,0
f07db0b393fd522e,15,15,15,9,9,9,10
fa4cc4b0188c5b79,15,15,15,0,0,0,0
eb2ede89ad9b5a6e,15,15,15,0,0,0,0
bc4345e13302535e,26,26,26,0,0,0,0
66568e650e4d57e7,23,23,23,0,0,0,0
74ae55238ee5525d,27,27,27,2,2,2,0
a124b877d2b35519,13,13,13,13,13,13,19
1c6a5ee8a5785b0e,22,22,22,22,22,22,10
ed47cee1c67e5d43,21,21,21,0,0,0,0
838c6ba50bd25cd5,13,13,13,0,0,0,0
089b0ec6d7d35c09,11,11,11,11,11,11,21
9dedf462b1c0528f,24,24,24,0,0,0,0
61987c90d8635129,17,2,2,2,2,1,0
bbbae26a26605b08,34,34,34,0,0,0,0
8142f060944c56fd,21,21,21,21,21,21,13
2c76b8e2d1d85701,20,9,9,0,0,0,0
8a0b4dd476055911,10,0,0,0,0,0,0
b8adc82de5ae50e2,14,14,14,0,0,0,0
025b2d4de25c5036,10,10,10,0,0,0,0
9a7fc4d0041650fc,17,17,17,17,17,17,18
ad1af1160bd05ef7,24,24,24,10,10,10,4
d4185f4edc7e54e5,21,21,21,21,21,21,10
1b1311d50d47553f,19,19,19,0,0,0,0
573ac67fb17a5a71,25,25,25,4,4,4,0
da8c9449da6854ed,24,24,24,0,0,0,0
7f2409d7f6705308,16,16,16,0,0,0,0
94ae5d67804c539d,10,10,10,0,0,0,0
4f9a94c1302e56d8,13,13,13,0,0,0,0
ed54b128881a5278,26,26,26,0,0,0,0
21c8e0c8fe5f5495,21,21,21,0,0,0,0
24ab9ae0499950e9,58,58,58,0,0,0,0
0d24b5cc9f005fe0,9,9,9,0,0,0,0
c3cb403773505798,19,19,19,0,0,0,0
b696a6cffd3a5700,19,0,0,0,0,0,0
0a02ef840f2d5d8e,20,20,20,0,0,0,0
ee0d56667d9755c2,19,19,19,0,0,0,0
575564a1b87c5502,12,12,12,12,12,12,19
7e5d78b37ed653b1,12,12,12,0,0,0,0
b003c9652cb05ffd,61,61,61,61,61,61,25
a9e5ed5e52b555bb,24,24,24,8,8,8,0
a2c048ba29a85ad0,29,29,23,0,0,0,0
90cee81074335c3c,29,29,29,0,0,0,0
f40040c002375188,16,16,16,0,0,0,0
7ff1d8c18a215751,9,9,9,0,0,0,0
2eaf758421aa5190,14,14,12,0,0,0,0
4bfb866afaf35777,16,16,16,16,16,16,15
